s_state,s_district,s_block,Number of Gram Panchayats,s_gp,Openning Balance for FY 2018-19,Total Fund Available for the FY 2018-19,Total Expenditure on Wages for FY 2018-19,Total Expenditure on Materials for FY 2018-19,Total Expenditure on Tax for FY 2018-19,Total Expenditure on Admin Expenses  for FY 2018-19,Grand Total Expenditure for FY 2018-19,Total Unspent Balance for FY 2018-19,Total Payment Due for FY 2018-19,s_id,updated_district_name,updated_block_name,updated_gp_name
odisha,sundargarh,rajgangpur,7,garvana,0,19.09,10.06,8.99,0.09,0,19.14,-0.05,0.04,3913,sundargarh,rajgangpur,garvana
odisha,sundargarh,rajgangpur,8,jareikela,0,35.56,33.48,2.03,0,0,35.51,0.05,0.06,3914,sundargarh,rajgangpur,jareikela
odisha,sundargarh,rajgangpur,9,jaurumal,0,45.19,19.63,25.46,0.1,0,45.19,0,0.05,3915,sundargarh,rajgangpur,jaurumal
odisha,sundargarh,rajgangpur,10,jhagarpur,0,13.35,9.17,4.49,0,0,13.66,-0.31,0.12,3916,sundargarh,rajgangpur,jhagarpur
odisha,sundargarh,rajgangpur,11,kesramal,0,15.47,12.72,2.43,0,0,15.15,0.32,0.29,3917,sundargarh,rajgangpur,kesramal
odisha,sundargarh,rajgangpur,12,kukuda,0,35.66,22.27,13.42,0,0,35.68,-0.02,0.62,3918,sundargarh,rajgangpur,kukuda
odisha,sundargarh,rajgangpur,13,kukudamunda,0,22.23,11.44,10.74,0.09,0,22.26,-0.03,0,3919,sundargarh,rajgangpur,kukudamunda
odisha,sundargarh,rajgangpur,14,kunmuru,0,54.15,34.85,19.3,0,0,54.15,-0.01,0.21,3920,sundargarh,rajgangpur,kunmuru
odisha,sundargarh,rajgangpur,15,kutunia,0,37.96,33.03,4.69,0.02,0,37.74,0.22,0.11,3921,sundargarh,rajgangpur,kutunia
odisha,sundargarh,rajgangpur,16,laing,0,17.42,15.05,2.28,0,0,17.32,0.1,0.07,3922,sundargarh,rajgangpur,laing
odisha,sundargarh,rajgangpur,17,malidihi,0,47,33.82,13.02,0.09,0,46.92,0.07,0.54,3923,sundargarh,rajgangpur,malidihi
odisha,sundargarh,rajgangpur,18,panposh,0,31.05,23.37,7.72,0.01,0,31.11,-0.06,0.09,3924,sundargarh,rajgangpur,panposh
odisha,sundargarh,rajgangpur,19,raikakachhar,0,16.31,15.61,0.89,0.02,0,16.53,-0.22,0.1,3925,sundargarh,rajgangpur,raikakachhar
odisha,sundargarh,rajgangpur,20,sagjore,0,14.75,12.98,1.77,0,0,14.75,0,0.11,3926,sundargarh,rajgangpur,sagjore
odisha,sundargarh,subdega,1,damkuda,0,44.79,25.74,18.69,0.19,0,44.62,0.17,0.07,3927,sundargarh,subdega,damkuda
odisha,sundargarh,subdega,2,deogaon,0,30.83,26.55,4.51,0.02,0,31.08,-0.25,0.05,3928,sundargarh,subdega,deogaon
odisha,sundargarh,subdega,3,hamirpur,0,89.61,45.73,43.87,0.26,0,89.86,-0.25,0.26,3929,sundargarh,subdega,hamirpur
odisha,sundargarh,subdega,4,jaisar,0,47.3,19.7,27.66,0.13,0,47.48,-0.18,0.02,3930,sundargarh,subdega,jaisar
odisha,sundargarh,subdega,5,jamuna,0,48.82,20.22,28.39,0.22,0,48.82,0,0.04,3931,sundargarh,subdega,jamuna
odisha,sundargarh,subdega,6,karam dihi,0,34.02,28.18,10.55,0.04,0,38.77,-4.76,0.1,3932,sundargarh,subdega,karam dihi
odisha,sundargarh,subdega,7,kiralaga,0,97.53,58.44,39.47,0.01,0,97.93,-0.4,0.04,3933,sundargarh,subdega,kiralaga
odisha,sundargarh,subdega,8,kukridihi,0,30.31,25.05,11.78,0.13,0,36.96,-6.65,0,3934,sundargarh,subdega,kukridihi
odisha,sundargarh,subdega,9,kulba,0,22.28,18.87,5.15,0.03,0,24.05,-1.77,0,3935,sundargarh,subdega,kulba
odisha,sundargarh,subdega,10,kurum kel,0,105.5,64.08,40.77,0.37,0,105.22,0.28,1.15,3936,sundargarh,subdega,kurum kel
odisha,sundargarh,subdega,11,rajpur,0,32.87,24.6,8.45,0.09,0,33.14,-0.27,0.06,3937,sundargarh,subdega,rajpur
odisha,sundargarh,subdega,12,subalaya,0,12.48,9.52,3.23,0,0,12.75,-0.28,1.18,3938,sundargarh,subdega,subalaya
odisha,sundargarh,subdega,13,subdega,0,54.9,24.32,36.16,0.2,0,60.69,-5.79,0.02,3939,sundargarh,subdega,subdega
odisha,sundargarh,subdega,14,tangaragaon,0,38.27,16.51,21.64,0.12,0,38.27,0,0.01,3940,sundargarh,subdega,tangaragaon
odisha,sundargarh,sundargarh,1,baragad,0,24.39,22.49,3.57,0.04,0,26.09,-1.71,0.12,3941,sundargarh,sundargarh,baragad
odisha,sundargarh,sundargarh,2,bhashma,0,51.14,42.44,9.57,0.12,0,52.13,-0.98,0.49,3942,sundargarh,sundargarh,bhashma
odisha,sundargarh,sundargarh,3,bhedabahal,0,65.19,28.49,36.43,0.36,0,65.29,-0.1,0.6,3943,sundargarh,sundargarh,bhedabahal
odisha,sundargarh,sundargarh,4,birbira,0,53.25,37.18,19.81,0.15,0,57.13,-3.88,0.39,3944,sundargarh,sundargarh,birbira
odisha,sundargarh,sundargarh,5,deuli,0,22.53,18.69,6.02,0.06,0,24.77,-2.23,0.12,3945,sundargarh,sundargarh,deuli
odisha,sundargarh,sundargarh,6,karla,0,22.81,23.1,0.28,0.02,0,23.4,-0.6,0.15,3946,sundargarh,sundargarh,karla
odisha,sundargarh,sundargarh,7,kinjirma,0,38.26,36.24,6.63,0.08,0,42.95,-4.69,0.19,3947,sundargarh,sundargarh,kinjirma
odisha,sundargarh,sundargarh,8,kirai,0,63.13,33.97,33.14,0.34,0,67.46,-4.33,0.8,3948,sundargarh,sundargarh,kirai
odisha,sundargarh,sundargarh,9,kuluta,0,48.51,48.12,3.07,0.03,0,51.22,-2.71,0.65,3949,sundargarh,sundargarh,kuluta
odisha,sundargarh,sundargarh,10,kundukela,0,26.95,27.4,0.06,0,0,27.46,-0.51,0.05,3950,sundargarh,sundargarh,kundukela
odisha,sundargarh,sundargarh,11,lahandabud,0,61.39,42.9,25.46,0.32,0,68.67,-7.28,0.39,3951,sundargarh,sundargarh,lahandabud
odisha,sundargarh,sundargarh,12,lankahuda,0,19.22,18.19,1.45,0,0,19.64,-0.42,0.02,3952,sundargarh,sundargarh,lankahuda
odisha,sundargarh,sundargarh,13,ledhimang,0,33.46,34.29,4.72,0.06,0,39.08,-5.62,0.47,3953,sundargarh,sundargarh,ledhimang
odisha,sundargarh,sundargarh,14,majhapada,0,32.81,28.95,9.53,0.15,0,38.63,-5.82,0.05,3954,sundargarh,sundargarh,majhapada
odisha,sundargarh,sundargarh,15,masnikani,0,19.09,19.74,0.15,0,0,19.9,-0.81,0,3955,sundargarh,sundargarh,masnikani
odisha,sundargarh,sundargarh,16,salepali,0,105.02,59.41,54.94,0.6,0,114.94,-9.92,0.32,3956,sundargarh,sundargarh,salepali
odisha,sundargarh,tangarpali,1,gamharidihi,0,59.33,52.08,12.32,0.07,0,64.47,-5.14,0.25,3957,sundargarh,tangarpali,gamharidihi
odisha,sundargarh,tangarpali,2,jogimal,0,80.76,46.74,34.36,0.24,0,81.34,-0.57,0.44,3958,sundargarh,tangarpali,jogimal
odisha,sundargarh,tangarpali,3,kiripsira,0,70.58,42.13,33.52,0.2,0,75.85,-5.27,0.46,3959,sundargarh,tangarpali,kiripsira
odisha,sundargarh,tangarpali,4,mahulpali,0,87.53,40.5,47.16,0.06,0,87.71,-0.19,0.29,3960,sundargarh,tangarpali,mahulpali
odisha,sundargarh,tangarpali,5,mangaspur,0,103.69,80.62,33.01,0.08,0,113.71,-10.02,0.87,3961,sundargarh,tangarpali,mangaspur
odisha,sundargarh,tangarpali,6,megdega,0,73.82,64.22,14.56,0.03,0,78.8,-4.99,0.3,3962,sundargarh,tangarpali,megdega
odisha,sundargarh,tangarpali,7,nialipali,0,125.64,66.51,58.71,0.29,0,125.5,0.14,0.89,3963,sundargarh,tangarpali,nialipali
odisha,sundargarh,tangarpali,8,ratanpur,0,50.91,39.62,19.23,0,0,58.84,-7.93,0.42,3964,sundargarh,tangarpali,ratanpur
odisha,sundargarh,tangarpali,9,remanda,0,45.38,39.7,14.62,0.02,0,54.34,-8.96,0.17,3965,sundargarh,tangarpali,remanda
odisha,sundargarh,tangarpali,10,sanpatrapali,0,104.65,57.9,52.51,0.09,0,110.5,-5.86,0.19,3966,sundargarh,tangarpali,sanpatrapali
odisha,sundargarh,tangarpali,11,tangarpali,0,62.89,44.66,18.73,0.02,0,63.41,-0.53,0.24,3967,sundargarh,tangarpali,tangarpali
odisha,sundargarh,tangarpali,12,tasladihi,0,57.47,49.61,8.11,0,0,57.73,-0.25,0.25,3968,sundargarh,tangarpali,tasladihi
odisha,sundargarh,tangarpali,13,ujalpur,0,64.33,51.11,18.45,0.04,0,69.6,-5.27,0.21,3969,sundargarh,tangarpali,ujalpur
odisha,anugul,angul,1,angarbandha,0,12.93,10.19,4.92,0.23,0,15.33,-2.4,0.01,3970,anugul,angul,angarbandha
odisha,anugul,angul,2,antulia,0.02,7.28,6.78,0,0,0,6.78,0.5,0.07,3971,anugul,angul,antulia
odisha,anugul,angul,3,badakantakul,0,27.61,24.95,0,0,0,24.95,2.66,0.18,3972,anugul,angul,badakantakul
odisha,anugul,angul,4,badakera,0,6.44,6.41,0.46,0.03,0,6.89,-0.45,0,3973,anugul,angul,badakera
odisha,anugul,angul,5,balanga(new),0,12.08,12.06,0,0,0,12.06,0.02,0.11,3974,anugul,angul,balanga(new)
odisha,anugul,angul,6,balasinga,0,9.79,8.81,0.25,0.02,0,9.08,0.71,0.03,3975,anugul,angul,balasinga
odisha,anugul,angul,7,baluatakata,0,4.86,4.13,7.15,0.5,0,11.78,-6.91,0.1,3976,anugul,angul,baluatakata
odisha,anugul,angul,8,bantala,0,5.82,5.42,0,0,0,5.42,0.41,0.01,3977,anugul,angul,bantala
odisha,anugul,angul,9,baragaunia,0,12.77,12.73,1.02,0.22,0,13.97,-1.2,0,3978,anugul,angul,baragaunia
odisha,anugul,angul,10,basala,0,3.83,3.67,0,0,0,3.67,0.17,0.06,3979,anugul,angul,basala
odisha,anugul,angul,11,bedasasan,0,4.33,3.81,0,0,0,3.81,0.52,0.09,3980,anugul,angul,bedasasan
odisha,anugul,angul,12,chheliapada,0,4.58,4.52,1.21,0.17,0,5.91,-1.33,0.08,3981,anugul,angul,chheliapada
odisha,anugul,angul,13,dhakuta(new),0,8.75,7.82,1.01,0.07,0,8.9,-0.15,0.08,3982,anugul,angul,dhakuta(new)
odisha,anugul,angul,14,gadatarash,0.06,6.82,6.5,0,0,0,6.5,0.32,0.16,3983,anugul,angul,gadatarash
odisha,anugul,angul,15,inkarbandha,0,2.39,1.79,0.57,0,0,2.36,0.03,0,3984,anugul,angul,inkarbandha
odisha,anugul,angul,16,jaganathapur,0,9.18,8.63,0.44,0,0,9.07,0.11,0.62,3985,anugul,angul,jaganathapur
odisha,anugul,angul,17,kangula bentapur,0,17.45,16.75,0,0,0,16.75,0.71,0.06,3986,anugul,angul,kangula bentapur
odisha,anugul,angul,18,khalari,0.05,6.61,6.59,0,0,0,6.59,0.02,0.13,3987,anugul,angul,khalari
odisha,anugul,angul,19,khinda,0,12.56,13,4.05,0.4,0,17.45,-4.9,0.65,3988,anugul,angul,khinda
odisha,anugul,angul,20,kothabhuin,0,12.6,12.35,0,0,0,12.35,0.25,0.2,3989,anugul,angul,kothabhuin
odisha,anugul,angul,21,kumursingha,0,5.83,5.22,0,0,0,5.22,0.61,0.26,3990,anugul,angul,kumursingha
odisha,anugul,angul,22,manikajodi,0,12.22,11.99,0,0,0,11.99,0.23,0.11,3991,anugul,angul,manikajodi
odisha,anugul,angul,23,matiasahi,0,7.87,8.21,4.1,0.33,0,12.64,-4.78,0.19,3992,anugul,angul,matiasahi
odisha,anugul,angul,24,nandapur,0,15.05,14.42,0,0,0,14.42,0.63,0.24,3993,anugul,angul,nandapur
odisha,anugul,angul,25,nuamauja,0,0.33,0.31,0,0,0,0.31,0.03,0,3994,anugul,angul,nuamauja
odisha,anugul,angul,26,pokatunga,0,9.27,8.03,0,0,0,8.03,1.24,0.06,3995,anugul,angul,pokatunga
odisha,anugul,angul,27,purnakote,0.14,7.07,6.63,0,0,0,6.63,0.45,0.07,3996,anugul,angul,purnakote
odisha,anugul,angul,28,rantolei,0,1.69,1.69,0,0,0,1.69,0,0.03,3997,anugul,angul,rantolei
odisha,anugul,angul,29,sankhapur,0,4.81,4.76,0,0,0,4.76,0.05,0.02,3998,anugul,angul,sankhapur
odisha,anugul,angul,30,saradhapur,0,6.76,6.25,0,0,0,6.25,0.51,0.07,3999,anugul,angul,saradhapur
odisha,anugul,angul,31,susuda,0,1.22,1.24,0,0,0,1.24,-0.02,0.03,4000,anugul,angul,susuda
odisha,anugul,angul,32,tainsi,0,11.68,11.41,4.15,0.44,0,16,-4.32,0.11,4001,anugul,angul,tainsi
odisha,anugul,angul,33,talagada,0,4.57,4.57,1.43,0.16,0,6.16,-1.59,0.03,4002,anugul,angul,talagada
odisha,anugul,angul,34,tikarpada,0,8.26,8.62,4.07,0.39,0,13.08,-4.81,0.05,4003,anugul,angul,tikarpada
odisha,anugul,athamallik,1,aida,0,9.28,10.06,0,0,0,10.06,-0.79,0.09,4004,anugul,athamallik,aida
odisha,anugul,athamallik,2,ambasarmunda,0,1.9,2.5,3.1,0,0,5.6,-3.7,0.05,4005,anugul,athamallik,ambasarmunda
odisha,anugul,athamallik,3,basudevpur,0,4.53,4.54,0.1,0,0,4.63,-0.11,0.04,4006,anugul,athamallik,basudevpur
odisha,anugul,athamallik,4,jamudoli,0,12.27,7.46,9.71,0,0,17.16,-4.89,0.04,4007,anugul,athamallik,jamudoli
odisha,anugul,athamallik,5,kampala,0,7.49,7.49,0,0,0,7.49,0,0,4008,anugul,athamallik,kampala
odisha,anugul,athamallik,6,kandhapada,0,25.56,13.21,13.33,0,0,26.54,-0.98,0.06,4009,anugul,athamallik,kandhapada
odisha,anugul,athamallik,7,kantapada,0,9.76,9.54,2.51,0,0,12.05,-2.28,0.07,4010,anugul,athamallik,kantapada
odisha,anugul,athamallik,8,kiakata,0,35.07,20.25,14.83,0,0,35.07,0,0.08,4011,anugul,athamallik,kiakata
odisha,anugul,athamallik,9,krutibaspur,0,0.6,1.49,2.96,0,0,4.45,-3.85,0.06,4012,anugul,athamallik,krutibaspur
odisha,anugul,athamallik,10,kudagaon,0,5.3,5.04,0.11,0,0,5.15,0.15,0.07,4013,anugul,athamallik,kudagaon
odisha,anugul,athamallik,11,kurumtap,0,2.62,2.7,0,0,0,2.7,-0.09,0.17,4014,anugul,athamallik,kurumtap
odisha,anugul,athamallik,12,luhasingha,0,3.5,1.55,1.91,0,0,3.46,0.03,0.03,4015,anugul,athamallik,luhasingha
odisha,anugul,athamallik,13,lunahandi,0,0.31,0.64,0,0,0,0.64,-0.34,0,4016,anugul,athamallik,lunahandi
odisha,anugul,athamallik,14,madhapur,0,1.51,2.38,1.15,0,0,3.53,-2.02,0.01,4017,anugul,athamallik,madhapur
odisha,anugul,athamallik,15,maimura,0,21.92,19.92,2.08,0,0,22,-0.07,0.14,4018,anugul,athamallik,maimura
odisha,anugul,athamallik,16,nagaon,0,4.29,4.6,0,0,0,4.6,-0.31,0.04,4019,anugul,athamallik,nagaon
odisha,anugul,athamallik,17,paikasahi,0,4.21,4.89,0,0,0,4.89,-0.68,0.04,4020,anugul,athamallik,paikasahi
odisha,anugul,athamallik,18,pedipathar,0,11.46,9.23,2.21,0,0,11.44,0.02,0.45,4021,anugul,athamallik,pedipathar
odisha,anugul,athamallik,19,purunamanitri,0,0.68,3.16,2.37,0,0,5.53,-4.84,0.04,4022,anugul,athamallik,purunamanitri
odisha,anugul,athamallik,20,sanahula,0,10.58,9.64,0,0,0,9.64,0.94,0.1,4023,anugul,athamallik,sanahula
odisha,anugul,athamallik,21,sapaghar,0,94.19,34.33,62.53,0,0,96.86,-2.67,0.41,4024,anugul,athamallik,sapaghar
odisha,anugul,athamallik,22,tapdhol,0,14.57,14.72,0,0,0,14.72,-0.15,0.2,4025,anugul,athamallik,tapdhol
odisha,anugul,athamallik,23,thakurgarh,0,10.11,10.53,0.07,0,0,10.59,-0.49,0.2,4026,anugul,athamallik,thakurgarh
odisha,anugul,athamallik,24,tusar,0,14.86,15.16,1.64,0,0,16.8,-1.94,0.01,4027,anugul,athamallik,tusar
odisha,anugul,banarpal,1,badahinsar,0,2.37,2.6,0,0,0,2.6,-0.23,0,4028,anugul,banarpal,badahinsar
odisha,anugul,banarpal,2,badakerajanga,0.09,6.57,6.6,2.75,0.03,0,9.39,-2.82,0.17,4029,anugul,banarpal,badakerajanga
odisha,anugul,banarpal,3,balaramprasad,0,2.4,2.52,0,0,0,2.52,-0.12,0.04,4030,anugul,banarpal,balaramprasad
odisha,anugul,banarpal,4,banarpal,0,0.94,0.54,0,0,0,0.54,0.4,0.01,4031,anugul,banarpal,banarpal
odisha,anugul,banarpal,5,bauligarh,0,4.7,4.68,1.6,0.02,0,6.3,-1.6,0.04,4032,anugul,banarpal,bauligarh
odisha,anugul,banarpal,6,benagadia,0,1.63,2.99,18.75,0.19,0,21.92,-20.29,0.07,4033,anugul,banarpal,benagadia
odisha,anugul,banarpal,7,bhogabereni,0.04,6.61,6.32,0,0,0,6.32,0.29,0.14,4034,anugul,banarpal,bhogabereni
odisha,anugul,banarpal,8,bonda,0,1.96,2.01,0,0,0,2.01,-0.05,0,4035,anugul,banarpal,bonda
odisha,anugul,banarpal,9,budhapanka,0.44,8,7.81,3.77,0.04,0,11.62,-3.62,0.04,4036,anugul,banarpal,budhapanka
odisha,anugul,banarpal,10,fulapada,0,10.65,12.01,0,0,0,12.01,-1.36,0.04,4037,anugul,banarpal,fulapada
odisha,anugul,banarpal,11,garhsantri,0,7.78,8.05,4.38,0.04,0,12.47,-4.69,0.09,4038,anugul,banarpal,garhsantri
odisha,anugul,banarpal,12,giranga,0,0.24,0.3,0,0,0,0.3,-0.07,0.01,4039,anugul,banarpal,giranga
odisha,anugul,banarpal,13,gotamara,0,3.7,4.05,4.54,0.05,0,8.65,-4.95,0.04,4040,anugul,banarpal,gotamara
odisha,anugul,banarpal,14,jamunali,0,4.12,5.12,8.84,0.08,0,14.04,-9.92,0.15,4041,anugul,banarpal,jamunali
odisha,anugul,banarpal,15,jarada,0,2.15,3.91,19.49,0.18,0,23.58,-21.43,0.05,4042,anugul,banarpal,jarada
odisha,anugul,banarpal,16,jarasinga,1.06,4.07,2.77,0,0,0,2.77,1.3,0,4043,anugul,banarpal,jarasinga
odisha,anugul,banarpal,17,kandasar,0.97,1.35,0.44,0,0,0,0.44,0.91,0.05,4044,anugul,banarpal,kandasar
odisha,anugul,banarpal,18,kanjara,0,5.47,6.16,8.47,0.08,0,14.71,-9.24,0.18,4045,anugul,banarpal,kanjara
odisha,anugul,banarpal,19,karadagadia,0,3.08,2.83,4.6,0.05,0,7.48,-4.39,0,4046,anugul,banarpal,karadagadia
odisha,anugul,banarpal,20,kukadanga,0.37,3.63,3.29,3.32,0.04,0,6.64,-3.01,0,4047,anugul,banarpal,kukadanga
odisha,anugul,banarpal,21,kulad,0,0.76,0.68,0,0,0,0.68,0.08,0.06,4048,anugul,banarpal,kulad
odisha,anugul,banarpal,22,kumunda,0.66,1.74,1.19,0,0,0,1.19,0.55,0.01,4049,anugul,banarpal,kumunda
odisha,anugul,banarpal,23,kurudol,0.18,2.76,2.75,1.12,0,0,3.87,-1.11,0,4050,anugul,banarpal,kurudol
odisha,anugul,banarpal,24,mahidhar pur,0,13.71,13.76,2.13,0,0,15.89,-2.18,0.02,4051,anugul,banarpal,mahidhar pur
odisha,anugul,banarpal,25,nuahata,0.04,4.13,4.53,4.38,0.04,0,8.95,-4.82,0.05,4052,anugul,banarpal,nuahata
odisha,anugul,banarpal,26,raniguda jungle,0,1.03,1.2,0,0,0,1.2,-0.17,0,4053,anugul,banarpal,raniguda jungle
odisha,anugul,banarpal,27,sankerjanga,0,5.35,4.44,4.12,0.05,0,8.61,-3.26,0.09,4054,anugul,banarpal,sankerjanga
odisha,anugul,banarpal,28,santarapur,0,7.99,7.13,0.84,0,0,7.97,0.02,0.11,4055,anugul,banarpal,santarapur
odisha,anugul,banarpal,29,santarapur(kha),0,10.58,9.55,0,0,0,9.55,1.04,0,4056,anugul,banarpal,santarapur(kha)
odisha,anugul,banarpal,30,shakosingha,0.58,1.94,1.32,0,0,0,1.32,0.62,0.12,4057,anugul,banarpal,shakosingha
odisha,anugul,banarpal,31,talamul,0,6,5.74,0,0,0,5.74,0.25,0.07,4058,anugul,banarpal,talamul
odisha,anugul,banarpal,32,talamul sasan,0,4.85,4.85,0,0,0,4.85,0,0.12,4059,anugul,banarpal,talamul sasan
odisha,anugul,banarpal,33,tubey,0,4.43,3.92,0,0,0,3.92,0.51,0.15,4060,anugul,banarpal,tubey
odisha,anugul,banarpal,34,tulasipal,0.04,5.07,4.45,3.01,0.02,0,7.48,-2.41,0.02,4061,anugul,banarpal,tulasipal
odisha,anugul,banarpal,35,turanga,0,2.81,3.33,4.25,0.05,0,7.63,-4.82,0.07,4062,anugul,banarpal,turanga
odisha,anugul,chhendipada,1,bagedia,0.51,1.84,2.29,0.12,0,0,2.41,-0.57,0.03,4063,anugul,chhendipada,bagedia
odisha,anugul,chhendipada,2,bahalsahi,0.03,12.78,10.02,6.25,0,0,16.27,-3.5,0.05,4064,anugul,chhendipada,bahalsahi
odisha,anugul,chhendipada,3,balipata,1.28,1.38,1.05,6.02,0,0,7.07,-5.69,0,4065,anugul,chhendipada,balipata
odisha,anugul,chhendipada,4,barapada,0.03,2.23,2.71,0,0,0,2.71,-0.48,0.08,4066,anugul,chhendipada,barapada
odisha,anugul,chhendipada,5,barasahi,0.71,7.26,7.12,1.33,0,0,8.45,-1.19,0.07,4067,anugul,chhendipada,barasahi
odisha,anugul,chhendipada,6,basantapur,0.01,0.01,0,0,0,0,0,0.01,0,4068,anugul,chhendipada,basantapur
odisha,anugul,chhendipada,7,brahmanbil,0.02,0.02,1.03,0,0,0,1.03,-1.01,0,4069,anugul,chhendipada,brahmanbil
odisha,anugul,chhendipada,8,changudia,-0.22,0.06,1.04,0,0,0,1.04,-0.98,0.01,4070,anugul,chhendipada,changudia
odisha,anugul,chhendipada,9,chhendipada,0.38,9.86,9.66,5.61,0,0,15.27,-5.41,0.04,4071,anugul,chhendipada,chhendipada
odisha,anugul,chhendipada,10,durgapur,0.02,0.59,0.34,0,0,0,0.34,0.25,0.03,4072,anugul,chhendipada,durgapur
odisha,anugul,chhendipada,11,jarapada,0,0.32,0.5,1.55,0,0,2.05,-1.72,0,4073,anugul,chhendipada,jarapada
odisha,anugul,chhendipada,12,jerang dehurisahi,0.03,0.49,0.82,1.3,0,0,2.12,-1.63,0,4074,anugul,chhendipada,jerang dehurisahi
odisha,anugul,chhendipada,13,kampasala,0,26.84,23.71,0.19,0,0,23.9,2.95,0.21,4075,anugul,chhendipada,kampasala
odisha,anugul,chhendipada,14,kanaloi,1.09,9.33,10.47,0.63,0,0,11.1,-1.77,0.08,4076,anugul,chhendipada,kanaloi
odisha,anugul,chhendipada,15,kankarei,1,1,0,0,0,0,0,1,0,4077,anugul,chhendipada,kankarei
odisha,anugul,chhendipada,16,katada,0,2.6,6.56,7.44,0,0,14,-11.4,0.09,4078,anugul,chhendipada,katada
odisha,anugul,chhendipada,17,korada,1.91,1.91,0.55,1.65,0,0,2.2,-0.29,0,4079,anugul,chhendipada,korada
odisha,anugul,chhendipada,18,kosala,0.15,3.22,4.03,0,0,0,4.03,-0.81,0,4080,anugul,chhendipada,kosala
odisha,anugul,chhendipada,19,kukurpeta,0,1.57,1.76,0,0,0,1.76,-0.19,0,4081,anugul,chhendipada,kukurpeta
odisha,anugul,chhendipada,20,kusakila,1.78,30.43,12.45,16.12,0,0,28.56,1.87,0.05,4082,anugul,chhendipada,kusakila
odisha,anugul,chhendipada,21,machhakuta,0.24,0.84,0.68,2.92,0,0,3.59,-2.75,0,4083,anugul,chhendipada,machhakuta
odisha,anugul,chhendipada,22,natada,-0.01,11.79,4.09,8.12,0.01,0,12.21,-0.43,0.27,4084,anugul,chhendipada,natada
odisha,anugul,chhendipada,23,nisa,-0.45,0.15,0.19,0.54,0,0,0.72,-0.58,0,4085,anugul,chhendipada,nisa
odisha,anugul,chhendipada,24,nuagaon,0.36,5.23,3.39,3.75,0,0,7.13,-1.9,0.11,4086,anugul,chhendipada,nuagaon
odisha,anugul,chhendipada,25,ogi,0.66,0.66,0,0,0,0,0,0.66,0,4087,anugul,chhendipada,ogi
odisha,anugul,chhendipada,26,para,0.2,0.23,0.81,0,0,0,0.81,-0.57,0.03,4088,anugul,chhendipada,para
odisha,anugul,chhendipada,27,paranga,0,0.22,0.11,0,0,0,0.11,0.11,0,4089,anugul,chhendipada,paranga
odisha,anugul,chhendipada,28,patakamunda,0.26,7.49,8.03,3.23,0,0,11.26,-3.76,0.02,4090,anugul,chhendipada,patakamunda
odisha,anugul,chhendipada,29,patrapada,1.79,11.27,8.36,1.93,0,0,10.29,0.98,0.14,4091,anugul,chhendipada,patrapada
odisha,anugul,chhendipada,30,raijharan,3.45,3.45,0,0,0,0,0,3.45,0,4092,anugul,chhendipada,raijharan
odisha,anugul,chhendipada,31,similipal,0.53,0.53,0,0,0,0,0,0.53,0,4093,anugul,chhendipada,similipal
odisha,anugul,chhendipada,32,t.kodasahi,2.7,4.46,1.91,4.5,0,0,6.41,-1.96,0.07,4094,anugul,chhendipada,t.kodasahi
odisha,anugul,chhendipada,33,tangiri,1.28,1.28,1.67,5.55,0,0,7.22,-5.94,0.01,4095,anugul,chhendipada,tangiri
odisha,anugul,chhendipada,34,tukuda,0.51,1.01,0.7,1.43,0,0,2.12,-1.11,0,4096,anugul,chhendipada,tukuda
odisha,anugul,kaniha,1,arkil,-0.06,13.08,10.66,2.62,0,0,13.28,-0.2,2.35,4097,anugul,kaniha,arkil
odisha,anugul,kaniha,2,badagunduri,0.03,0.29,0.26,0,0,0,0.26,0.03,0,4098,anugul,kaniha,badagunduri
odisha,anugul,kaniha,3,badatribida,0.27,0.89,0.91,0,0,0,0.91,-0.02,0.03,4099,anugul,kaniha,badatribida
odisha,anugul,kaniha,4,bajrakote,0.79,8.8,8.12,0,0,0,8.12,0.68,0,4100,anugul,kaniha,bajrakote
odisha,anugul,kaniha,5,balipasi,0.05,5.31,5.98,0,0,0,5.98,-0.68,0,4101,anugul,kaniha,balipasi
odisha,anugul,kaniha,6,bijigol,0.01,1.05,1.02,0,0,0,1.02,0.03,0.01,4102,anugul,kaniha,bijigol
odisha,anugul,kaniha,7,biru,0,16.97,13.43,4.69,0,0,18.11,-1.14,0.12,4103,anugul,kaniha,biru
odisha,anugul,kaniha,8,burukuna,0.03,25.5,24.71,4.45,0.31,0,29.47,-3.97,0.37,4104,anugul,kaniha,burukuna
odisha,anugul,kaniha,9,dalaka,0.11,5.03,5.12,0.97,0.11,0,6.2,-1.17,0,4105,anugul,kaniha,dalaka
odisha,anugul,kaniha,10,derang,0.08,1.08,1.02,0,0,0,1.02,0.06,0,4106,anugul,kaniha,derang
odisha,anugul,kaniha,11,gadasila,0,0.08,1.08,7.48,0.75,0,9.32,-9.24,0,4107,anugul,kaniha,gadasila
odisha,anugul,kaniha,12,gandamala,0.03,10.76,8.99,1.77,0,0,10.76,0.01,0,4108,anugul,kaniha,gandamala
odisha,anugul,kaniha,13,hanumanpur,0.2,5.4,5.19,0.05,0,0,5.25,0.15,0.05,4109,anugul,kaniha,hanumanpur
