Name of The State ,Name of The District,Name of The Block,Number of Gram Panchayats,Name  of Gram Panchayats,Opening Balance For FY 2019-20,Total Fund Available For  FY 2019-20,Total Expenditure on Wages For FY 2019-20,Total Expenditure On Materials For FY 2019-20,Total Tax Paid For FY 2019-20,Total Admin Expenses  For FY 2019-20,Grand Total Expenditure For FY 2019-20,Total Unspent Balance For FY 2019-20,Total Payment Due For FY 2019-20
Odisha,Cuttack,Nischintakoili,24,Mahammadpur,0,0.52,7.3,0,0,0,7.3,-6.78,0.12
Odisha,Cuttack,Nischintakoili,25,Manijanga,0,1.22,4.1,0,0,0,4.1,-2.88,0.01
Odisha,Cuttack,Nischintakoili,26,Manpur,0,1.21,3.19,0,0,0,3.19,-1.98,0
Odisha,Cuttack,Nischintakoili,27,Nagaspur,0,14.12,11.36,8.11,0,0,19.47,-5.35,1.33
Odisha,Cuttack,Nischintakoili,28,Narendrapur,0,7.11,19.11,2.97,0,0,22.07,-14.96,0.12
Odisha,Cuttack,Nischintakoili,29,Natakai,0,2.56,3.43,0,0,0,3.43,-0.86,0
Odisha,Cuttack,Nischintakoili,30,Nemalo,0,2.28,7.08,0,0,0,7.08,-4.8,0.3
Odisha,Cuttack,Nischintakoili,31,Nischintakoili,0,0.39,1.71,0.11,0,0,1.82,-1.43,0.16
Odisha,Cuttack,Nischintakoili,32,Orti,0,11.93,18.55,4.35,0,0,22.89,-10.96,0.5
Odisha,Cuttack,Nischintakoili,33,Palada,0,1.38,5.54,0,0,0,5.54,-4.15,0.16
Odisha,Cuttack,Nischintakoili,34,Ramakrushnpur,0,3.48,4.99,0,0,0,4.99,-1.52,0.01
Odisha,Cuttack,Nischintakoili,35,Santapur,0,1.95,2.9,0,0,0,2.9,-0.95,0.23
Odisha,Cuttack,Nischintakoili,36,Sarapada,0,4.02,7.88,1.46,0,0,9.35,-5.33,1.15
Odisha,Cuttack,Nischintakoili,37,Sirlo,0,0.05,5.16,0,0,0,5.16,-5.12,0.1
Odisha,Cuttack,Nischintakoili,38,Sukarpada,0,3.77,5.82,1.3,0,0,7.12,-3.35,0.01
Odisha,Cuttack,Nischintakoili,39,Tarota,0,16.18,9.13,9.23,0,0,18.36,-2.18,0.01
Odisha,Cuttack,Nischintakoili,40,Tilakana,0,2.06,5.72,0,0,0,5.72,-3.66,0.25
Odisha,Cuttack,Nischintakoili,41,Uttarkul,0,0.09,4.71,0,0,0,4.71,-4.62,0.12
Odisha,Cuttack,Nischintakoili,42,Taratasasan,,,,,,,,,
Odisha,Cuttack,Nischintakoili,,Total,0,221.11,355.74,102.12,0,0,457.86,-236.75,9.86
Odisha,Cuttack,Nischintakoili,,Block Level Line Deptt.,0,0,2.11,1.99,0.05,0,4.15,-4.15,0
Odisha,Cuttack,Nischintakoili,,Po,0,278.7,0,NA,NA,35.59,35.59,243.11,NA
Odisha,Cuttack,Nischintakoili,,Grand Total,0,499.81,357.85,104.11,0.05,35.59,497.6,2.21,9.86
Odisha,Cuttack,Salipur,1,Bahugram,0,6.51,6.79,0.12,0,0,6.91,-0.4,0.2
Odisha,Cuttack,Salipur,2,Balisahi,0,0,4.74,0.11,0,0,4.85,-4.85,0.11
Odisha,Cuttack,Salipur,3,Barigol,0,2.91,2.66,0.1,0,0,2.76,0.15,0.04
Odisha,Cuttack,Salipur,4,Bhimdaspur,0,9.09,11.97,0,0,0,11.97,-2.88,0.03
Odisha,Cuttack,Salipur,5,Champati,0,0,0.92,0,0,0,0.92,-0.92,0
Odisha,Cuttack,Salipur,6,Chandradeipur,0,1.78,2.12,0,0,0,2.12,-0.34,0
Odisha,Cuttack,Salipur,7,Chhanipur,0,5.14,6.66,3,0.23,0,9.89,-4.75,0.03
Odisha,Cuttack,Salipur,8,Gopinathpur,0,1.01,1.42,0,0,0,1.42,-0.4,0
Odisha,Cuttack,Salipur,9,Gujarpur,0,1.15,4.06,0,0,0,4.06,-2.91,0
Odisha,Cuttack,Salipur,10,Katarapa,0,5.48,5.24,0.24,0,0,5.48,0,0
Odisha,Cuttack,Salipur,11,Madhyakachha,0,11.81,12.39,0,0,0,12.39,-0.58,0.96
Odisha,Cuttack,Salipur,12,Mahajanpur,0,0,0.24,0,0,0,0.24,-0.24,0
Odisha,Cuttack,Salipur,13,Malasasna,0,16.43,14.27,0.98,0,0,15.24,1.19,0
Odisha,Cuttack,Salipur,14,Mirzapur,0,0,27.75,0,0,0,27.75,-27.75,0.19
Odisha,Cuttack,Salipur,15,Mohan,0,0,0.85,0,0,0,0.85,-0.85,0
Odisha,Cuttack,Salipur,16,Mutarifa,0,0,2.77,0,0,0,2.77,-2.77,0
Odisha,Cuttack,Salipur,17,Naiguan,0,3.36,4.14,0,0,0,4.14,-0.78,0.68
Odisha,Cuttack,Salipur,18,Nandola,0,9,8.92,4.12,0.16,0,13.19,-4.19,0.6
Odisha,Cuttack,Salipur,19,Naranda,0,0.98,6.37,0,0,0,6.37,-5.39,0.07
Odisha,Cuttack,Salipur,20,Odasingh,0,0.1,4.3,1.14,0,0,5.44,-5.34,0.01
Odisha,Cuttack,Salipur,21,Paschimakacha,0,0,4.84,1.31,0,0,6.16,-6.16,0.06
Odisha,Cuttack,Salipur,22,Pikol,0,0.17,9.87,0.1,0,0,9.97,-9.8,0
Odisha,Cuttack,Salipur,23,Purunahat,0,9.61,8.27,2.34,0.09,0,10.71,-1.11,0.18
Odisha,Cuttack,Salipur,24,Raisunguda,0,6.41,6.3,0.1,0,0,6.41,0,0
Odisha,Cuttack,Salipur,25,Ramakrushnapur,0,10.45,10.45,0.51,0,0,10.96,-0.51,0.01
Odisha,Cuttack,Salipur,26,Rameswar,0,14.53,15.34,2.47,0.3,0,18.1,-3.58,0.05
Odisha,Cuttack,Salipur,27,Ratilo,0,0,10.39,0,0,0,10.39,-10.39,0.14
Odisha,Cuttack,Salipur,28,Satyabhamapur,0,1.67,3.21,2.09,0.23,0,5.53,-3.85,0.03
Odisha,Cuttack,Salipur,29,Sidho,0,2.11,2.55,0,0,0,2.55,-0.44,0
Odisha,Cuttack,Salipur,30,Sisua,0,6.8,5.84,0.96,0,0,6.8,0,0
Odisha,Cuttack,Salipur,31,Souri,0,11.15,11.15,0,0,0,11.15,0,0.37
Odisha,Cuttack,Salipur,32,Sudhakhanda,0,0,18.58,0,0,0,18.58,-18.58,0.13
Odisha,Cuttack,Salipur,33,Tarito,0,0.12,10.8,3.82,0,0,14.62,-14.5,0
Odisha,Cuttack,Salipur,34,Tentola,0,6.49,6.38,0.38,0,0,6.75,-0.26,0.11
Odisha,Cuttack,Salipur,35,Trilochanpur,0,0,0.9,0,0,0,0.9,-0.9,0
Odisha,Cuttack,Salipur,,Total,0,144.26,253.45,23.88,1,0,278.33,-134.08,4
Odisha,Cuttack,Salipur,,Block Level Line Deptt.,0,0,9.9,11.37,0.19,0,21.47,-21.47,0.05
Odisha,Cuttack,Salipur,,Po,0,178.95,0,NA,NA,25.59,25.59,153.36,NA
Odisha,Cuttack,Salipur,,Grand Total,0,323.21,263.35,35.25,1.19,25.59,325.39,-2.19,4.05
Odisha,Cuttack,Tangi- Choudwar,1,Agrahat,0,0,7.99,0.75,0,0,8.73,-8.73,0
Odisha,Cuttack,Tangi- Choudwar,2,Badasamantarapur,0,0,4.31,0,0,0,4.31,-4.31,0.03
Odisha,Cuttack,Tangi- Choudwar,3,Banipada,0,0.23,8.99,6.16,0,0,15.15,-14.93,0
Odisha,Cuttack,Tangi- Choudwar,4,Brahmapur,0,0.1,8.96,0,0,0,8.96,-8.85,0
Odisha,Cuttack,Tangi- Choudwar,5,Bhatimunda,0,0.01,0.9,0,0,0,0.9,-0.89,0
Odisha,Cuttack,Tangi- Choudwar,6,Garudagaon,0,0.03,10.28,1.72,0,0,12,-11.97,0.17
Odisha,Cuttack,Tangi- Choudwar,7,Govindpur,0,0,1.99,0,0,0,1.99,-1.99,0.37
Odisha,Cuttack,Tangi- Choudwar,8,Harianta,0,0.03,0.72,0.96,0,0,1.69,-1.65,0
Odisha,Cuttack,Tangi- Choudwar,9,Indranipatna,0,0,4.93,0,0,0,4.93,-4.93,0
Odisha,Cuttack,Tangi- Choudwar,10,Jaripada,0,0,1.33,0,0,0,1.33,-1.33,0.08
Odisha,Cuttack,Tangi- Choudwar,11,Kakhadi,0,0.02,4.61,4.61,0,0,9.22,-9.19,0.03
Odisha,Cuttack,Tangi- Choudwar,12,Kanheipur,0,0.07,7.48,0,0,0,7.48,-7.41,0
Odisha,Cuttack,Tangi- Choudwar,13,Karanji,0,0,13.12,4.22,0,0,17.35,-17.35,0.07
Odisha,Cuttack,Tangi- Choudwar,14,Kayalpada,0,0.02,18.48,0,0,0,18.48,-18.46,0.01
Odisha,Cuttack,Tangi- Choudwar,15,Kotsahi,0,0.13,3.53,0,0,0,3.53,-3.4,0.03
Odisha,Cuttack,Tangi- Choudwar,16,Magura Dhanamandala,0,0.06,6.45,0,0,0,6.45,-6.4,0.13
Odisha,Cuttack,Tangi- Choudwar,17,Mahisalanda,0,0.11,2.99,2.9,0,0,5.89,-5.78,0
Odisha,Cuttack,Tangi- Choudwar,18,Mangarajpur,0,0.05,6.76,0,0,0,6.76,-6.71,0.05
Odisha,Cuttack,Tangi- Choudwar,19,Nakhara,0,0.05,8.28,0,0,0,8.28,-8.23,0
Odisha,Cuttack,Tangi- Choudwar,20,Napanga,0,0.03,3.7,0,0,0,3.7,-3.67,0
Odisha,Cuttack,Tangi- Choudwar,21,Salagaon,0,0.01,4.05,4.35,0,0,8.4,-8.39,0
Odisha,Cuttack,Tangi- Choudwar,22,Sankarpur,0,0.03,4.48,0.41,0,0,4.89,-4.86,0
Odisha,Cuttack,Tangi- Choudwar,23,Sofo,0,0,4.86,0,0,0,4.86,-4.86,0.04
Odisha,Cuttack,Tangi- Choudwar,24,Uchapada,0,0.01,3.65,0,0,0,3.65,-3.63,0.06
Odisha,Cuttack,Tangi- Choudwar,,Total,0,1,142.85,26.08,0,0,168.93,-167.93,1.06
Odisha,Cuttack,Tangi- Choudwar,,Block Level Line Deptt.,0,0,3.43,1.38,0,0,4.81,-4.81,0.06
Odisha,Cuttack,Tangi- Choudwar,,Po,-3.04,193.81,0,NA,NA,25.14,25.14,168.67,NA
Odisha,Cuttack,Tangi- Choudwar,,Grand Total,-3.04,194.81,146.28,27.46,0,25.14,198.88,-4.07,1.12
Odisha,Cuttack,Tigiria,1,Achalkota,0,0,15.32,0,0,0,15.32,-15.32,0.25
Odisha,Cuttack,Tigiria,2,Badanauput,0,0.04,4.58,0,0,0,4.58,-4.55,0
Odisha,Cuttack,Tigiria,3,Baliput,0,0,4.64,0,0,0,4.64,-4.64,0.08
Odisha,Cuttack,Tigiria,4,Bhiruda,0,0,3.29,0,0,0,3.29,-3.29,0.38
Odisha,Cuttack,Tigiria,5,Bhogada,0,0,2.68,0,0,0,2.68,-2.68,0
Odisha,Cuttack,Tigiria,6,Bindhanima,0,0.05,4.79,0,0,0,4.79,-4.74,0
Odisha,Cuttack,Tigiria,7,Gadadharpur,0,0,9.5,1.01,0,0,10.51,-10.51,0.23
Odisha,Cuttack,Tigiria,8,Hatanala,0,0.21,7.77,0,0,0,7.77,-7.56,0.02
Odisha,Cuttack,Tigiria,9,Jemadeipur,0,0,7.71,2.5,0,0,10.21,-10.21,0
Odisha,Cuttack,Tigiria,10,Nizigargh,0,1.22,4.28,0.89,0,0,5.17,-3.95,0.01
Odisha,Cuttack,Tigiria,11,Nuapatna,0,0,3.88,1.8,0,0,5.68,-5.68,0.15
Odisha,Cuttack,Tigiria,12,Panchagaon,0,0,2.62,0,0,0,2.62,-2.62,0.09
Odisha,Cuttack,Tigiria,13,Puruna Tigiria,0,0,5.38,0,0,0,5.38,-5.38,0.11
Odisha,Cuttack,Tigiria,14,Sompada,0,0,7.37,9.39,0,0,16.76,-16.76,0.14
Odisha,Cuttack,Tigiria,,Total,0,1.52,83.8,15.59,0,0,99.39,-97.87,1.45
Odisha,Cuttack,Tigiria,,Block Level Line Deptt.,0,0,81.85,21.13,0,0,102.98,-102.98,0.27
Odisha,Cuttack,Tigiria,,Po,0,0,81.85,33.75,0.15,0,115.75,-115.75,3.07
Odisha,Cuttack,Tigiria,,Grand Total,0,177.27,165.65,49.34,0.15,14.48,229.62,-52.35,4.52
Odisha,Jagatsinghapur,Balikuda,1,Adhanga,-0.36,-0.36,0.91,0,0,0,0.91,-1.27,0
Odisha,Jagatsinghapur,Balikuda,2,Alabol,-2.14,-2.14,0.27,0,0,0,0.27,-2.41,0
Odisha,Jagatsinghapur,Balikuda,3,Alaver,-4.44,-4.28,0.99,0,0,0,0.99,-5.27,0
Odisha,Jagatsinghapur,Balikuda,4,Ambasal,0,0,0.53,0,0,0,0.53,-0.53,0
Odisha,Jagatsinghapur,Balikuda,5,Anantapur,0,0,0.42,0,0,0,0.42,-0.42,0.01
Odisha,Jagatsinghapur,Balikuda,6,Apandara,1.99,1.99,1.06,4.16,0.05,0,5.27,-3.28,0.02
Odisha,Jagatsinghapur,Balikuda,7,Arilo,0,0,0.49,0,0,0,0.49,-0.49,0
Odisha,Jagatsinghapur,Balikuda,8,Badagaon,3.32,3.32,0.82,0,0,0,0.82,2.5,0
Odisha,Jagatsinghapur,Balikuda,9,Baharana,-0.83,-0.83,0.9,0,0,0,0.9,-1.73,0
Odisha,Jagatsinghapur,Balikuda,10,Balikuda,-0.6,-0.45,0.63,0,0,0,0.63,-1.08,0
Odisha,Jagatsinghapur,Balikuda,11,Baramundali,-0.36,-0.36,0.59,0,0,0,0.59,-0.95,0
Odisha,Jagatsinghapur,Balikuda,12,Borikina,0,0,0.88,0,0,0,0.88,-0.88,0
Odisha,Jagatsinghapur,Balikuda,13,Garama,-2.37,-2.37,0.33,0,0,0,0.33,-2.7,0.06
Odisha,Jagatsinghapur,Balikuda,14,Ichhapur,0.04,0.04,0.8,0,0,0,0.8,-0.76,0.08
Odisha,Jagatsinghapur,Balikuda,15,Kalio,1.22,1.22,0.59,0,0,0,0.59,0.63,0
Odisha,Jagatsinghapur,Balikuda,16,Khalagaon,0,0,0.79,0,0,0,0.79,-0.79,0
Odisha,Jagatsinghapur,Balikuda,17,Krushnadaspur,-0.04,-0.04,0.35,0,0,0,0.35,-0.39,0
Odisha,Jagatsinghapur,Balikuda,18,Kusupur,-4.36,-4.36,0.89,4.17,0.05,0,5.11,-9.47,0.02
Odisha,Jagatsinghapur,Balikuda,19,Machhagaon,0,0,0.45,0,0,0,0.45,-0.45,0
Odisha,Jagatsinghapur,Balikuda,20,Marichpur,0,0,0.64,0,0,0,0.64,-0.64,0
Odisha,Jagatsinghapur,Balikuda,21,Mulugaon,5.43,5.43,0.78,2.03,0.02,0,2.83,2.6,0
Odisha,Jagatsinghapur,Balikuda,22,Nagapur,1.5,1.5,0.27,0,0,0,0.27,1.23,0
Odisha,Jagatsinghapur,Balikuda,23,Naharana,-0.18,-0.18,0.72,0,0,0,0.72,-0.9,0.01
Odisha,Jagatsinghapur,Balikuda,24,Osakana,9.68,9.68,0.87,0,0,0,0.87,8.81,0
Odisha,Jagatsinghapur,Balikuda,25,Rahan,1.66,1.66,0.17,0,0,0,0.17,1.49,0
Odisha,Jagatsinghapur,Balikuda,26,Sangrampur,-2.79,-2.79,0.18,0,0,0,0.18,-2.97,0
Odisha,Jagatsinghapur,Balikuda,27,Tandikula,2.49,2.49,0.35,0,0,0,0.35,2.14,0
Odisha,Jagatsinghapur,Balikuda,28,Tarasahi,0.12,0.12,0.31,0,0,0,0.31,-0.19,0.04
Odisha,Jagatsinghapur,Balikuda,29,Thailo,-3.13,-3.13,0.42,0,0,0,0.42,-3.55,0
Odisha,Jagatsinghapur,Balikuda,30,Titira,0.22,0.22,0.91,0,0,0,0.91,-0.7,0
Odisha,Jagatsinghapur,Balikuda,,Total,6.07,6.38,18.3,10.36,0.12,0,28.78,-22.4,0.23
Odisha,Jagatsinghapur,Balikuda,,Block Level Line Deptt.,-26.57,-26.57,236.17,31.88,0.31,0,268.36,-294.93,6.25
Odisha,Jagatsinghapur,Balikuda,,Po,-1.85,307.96,0,NA,NA,21.05,21.05,286.91,NA
Odisha,Jagatsinghapur,Balikuda,,Grand Total,-22.35,287.77,254.47,42.24,0.43,21.05,318.19,-30.42,6.48
Odisha,Jagatsinghapur,Biridi,1,Adhang Majurai,0.06,4.99,7.96,0,0,0,7.96,-2.98,0.1
Odisha,Jagatsinghapur,Biridi,2,Adhanga-Garh,-0.03,0.64,1.56,0.05,0,0,1.61,-0.96,0
Odisha,Jagatsinghapur,Biridi,3,Alando,0,1.83,1.11,1.07,0.05,0,2.23,-0.41,0
Odisha,Jagatsinghapur,Biridi,4,Arana,-0.01,2.93,2.51,0.4,0,0,2.92,0.01,0
Odisha,Jagatsinghapur,Biridi,5,Bada-Khandeita,-0.36,1.52,1.8,0.24,0,0,2.05,-0.53,0
Odisha,Jagatsinghapur,Biridi,6,Bagalpur,0.44,2.62,2.29,0.1,0,0,2.39,0.23,0
Odisha,Jagatsinghapur,Biridi,7,Baredia,0.2,0.92,0.07,0.55,0.02,0,0.65,0.27,0.5
Odisha,Jagatsinghapur,Biridi,8,Basandara,-0.08,1.49,0.46,0.95,0.05,0,1.46,0.03,0
Odisha,Jagatsinghapur,Biridi,9,Batimira,-0.02,0.26,0.14,0.22,0,0,0.36,-0.09,0.09
Odisha,Jagatsinghapur,Biridi,10,Budhapada,-0.1,2.18,1.64,1.05,0,0,2.68,-0.5,0
Odisha,Jagatsinghapur,Biridi,11,Daradagram,0.51,1.42,0.96,0,0,0,0.96,0.47,0
Odisha,Jagatsinghapur,Biridi,12,Gopinathpur,-0.01,-0.01,0.26,0,0,0,0.26,-0.27,0.03
Odisha,Jagatsinghapur,Biridi,13,Hajipur,0.59,1.02,0.8,0,0,0,0.8,0.23,0.02
Odisha,Jagatsinghapur,Biridi,14,Kulakaijanga,-0.01,0.34,0.83,0,0,0,0.84,-0.5,0
Odisha,Jagatsinghapur,Biridi,15,Manguli,0.41,0.41,0.56,0,0,0,0.56,-0.16,0.01
Odisha,Jagatsinghapur,Biridi,16,Puran,-1.03,2.8,4.07,0.49,0,0,4.55,-1.75,0
Odisha,Jagatsinghapur,Biridi,17,Sadheisasan,0.67,0.78,0.19,0,0,0,0.19,0.58,0.17
Odisha,Jagatsinghapur,Biridi,18,Sankhapur,-0.06,1.73,1.56,0.1,0,0,1.66,0.07,0
Odisha,Jagatsinghapur,Biridi,19,Sivapur,0,0.88,1.02,0.99,0.01,0,2.03,-1.15,0
Odisha,Jagatsinghapur,Biridi,20,Ukundara,-0.01,0.76,0.83,0.1,0,0,0.93,-0.17,0.01
Odisha,Jagatsinghapur,Biridi,21,Uttarsasan,-0.12,15.51,18.09,0,0,0,18.08,-2.57,0.14
Odisha,Jagatsinghapur,Biridi,,Total,1.04,45.01,48.72,6.32,0.13,0,55.17,-10.16,1.08
Odisha,Jagatsinghapur,Biridi,,Block Level Line Deptt.,-0.07,-0.07,34.11,1.42,0,0,35.53,-35.6,0.56
Odisha,Jagatsinghapur,Biridi,,Po,4.62,65.26,0,NA,NA,9.67,9.67,55.59,NA
Odisha,Jagatsinghapur,Biridi,,Grand Total,5.6,110.2,82.83,7.74,0.13,9.67,100.37,9.83,1.64
Odisha,Jagatsinghapur,Erasama,1,Ambiki,0.27,8.68,1.29,8.41,0,0,9.7,-1.01,0
Odisha,Jagatsinghapur,Erasama,2,Baleipur,2.04,2.04,2.17,0,0,0,2.17,-0.13,0.19
Odisha,Jagatsinghapur,Erasama,3,Balitutha,0.51,0.51,2.37,0,0,0,2.37,-1.86,0.01
Odisha,Jagatsinghapur,Erasama,4,Bamadeipur,1.22,1.22,12.19,0,0,0,12.19,-10.97,0.09
Odisha,Jagatsinghapur,Erasama,5,Bhitarandhari,-0.4,-0.4,4.18,0,0,0,4.18,-4.58,0.02
Odisha,Jagatsinghapur,Erasama,6,Chatua,0.28,3.28,5.15,3,0,0,8.15,-4.87,0.2
Odisha,Jagatsinghapur,Erasama,7,Dhinkia,0,0,5.2,2.08,0.1,0,7.38,-7.38,0
Odisha,Jagatsinghapur,Erasama,8,Ersama,0.09,0.09,1.35,0,0,0,1.35,-1.26,0.08
Odisha,Jagatsinghapur,Erasama,9,Gadabisunpur,1.31,31.08,8.13,28.97,0.16,0,37.26,-6.19,0.69
Odisha,Jagatsinghapur,Erasama,10,Gadaharishpur,0.64,0.64,25.01,1.88,0,0,26.89,-26.25,1.51
Odisha,Jagatsinghapur,Erasama,11,Gadakujanga,0.08,0.08,5.18,0,0,0,5.18,-5.1,0.06
Odisha,Jagatsinghapur,Erasama,12,Goda,0.04,5.04,24.06,5,0,0,29.06,-24.02,0.42
Odisha,Jagatsinghapur,Erasama,13,Janakdeipur,-3.18,-3.18,7.42,3.1,0,0,10.52,-13.71,0.34
Odisha,Jagatsinghapur,Erasama,14,Japa,3.34,3.34,0.96,0,0,0,0.96,2.38,0
Odisha,Jagatsinghapur,Erasama,15,Jirailo,-2.39,-2.39,2.14,0,0,0,2.14,-4.54,0
Odisha,Jagatsinghapur,Erasama,16,Krushnachandrapur,0.79,0.79,12.21,11.47,0.4,0,24.07,-23.28,0.35
Odisha,Jagatsinghapur,Erasama,17,Kunjakothi,7.35,7.35,7.54,0,0,0,7.54,-0.18,0.12
Odisha,Jagatsinghapur,Erasama,18,Nardia,-4.88,-4.88,3.25,0,0,0,3.25,-8.13,0.35
Odisha,Jagatsinghapur,Erasama,19,Nuadihi,2.75,2.75,2.92,0,0,0,2.92,-0.17,0.06
Odisha,Jagatsinghapur,Erasama,20,Nuagaon,4.94,4.94,6.06,0,0,0,6.06,-1.12,0.02
Odisha,Jagatsinghapur,Erasama,21,Padmapur,1.7,3.45,10.8,2,0,0,12.79,-9.34,0.83
Odisha,Jagatsinghapur,Erasama,22,Paida,-0.43,-0.43,4.81,1.8,0,0,6.61,-7.04,0.18
Odisha,Jagatsinghapur,Erasama,23,Pallikanta,0.27,0.27,1.57,0,0,0,1.57,-1.3,0
Odisha,Jagatsinghapur,Erasama,24,Pokhariapada,0.47,0.47,2.37,0,0,0,2.37,-1.9,0.11
Odisha,Jagatsinghapur,Erasama,25,Somepur,0.86,0.86,9.09,5.32,0.81,0,15.22,-14.36,0.05
Odisha,Jagatsinghapur,Erasama,,Total,17.67,65.59,167.41,73.03,1.47,0,241.91,-176.32,5.68
Odisha,Jagatsinghapur,Erasama,,Block Level Line Deptt.,-28.38,-28.38,96.38,44.79,1.15,0,142.32,-170.7,2.36
Odisha,Jagatsinghapur,Erasama,,Po,1,343.8,0,NA,NA,23.6,23.6,320.2,NA
Odisha,Jagatsinghapur,Erasama,,Grand Total,-9.71,381.01,263.79,117.82,2.62,23.6,407.83,-26.82,8.04
Odisha,Jagatsinghapur,Jagatsinghpur,1,Alasudha,0,0,1.95,0,0,0,1.95,-1.95,0.05
Odisha,Jagatsinghapur,Jagatsinghpur,2,Alipingal,0.98,1.22,4.56,7.26,0,0,11.82,-10.6,0.02
Odisha,Jagatsinghapur,Jagatsinghpur,3,Anla,0.37,0.91,4.77,0.2,0,0,4.97,-4.07,0.05
Odisha,Jagatsinghapur,Jagatsinghpur,4,Ayara,1.89,2.05,1.13,0.02,0,0,1.15,0.9,0
Odisha,Jagatsinghapur,Jagatsinghpur,5,Balarampur,0.52,0.52,3.23,0,0,0,3.23,-2.72,0
Odisha,Jagatsinghapur,Jagatsinghpur,6,Jahanpur,1.79,10.71,3.54,8.17,0,0,11.71,-1,0
Odisha,Jagatsinghapur,Jagatsinghpur,7,Jankoti,-5.46,-5.46,2.65,0,0,0,2.65,-8.11,0
Odisha,Jagatsinghapur,Jagatsinghpur,8,Josobantapur,0.59,1.6,5.45,5.32,0,0,10.77,-9.17,0.1
Odisha,Jagatsinghapur,Jagatsinghpur,9,Kaduapada,0.74,1.17,1.77,1.78,0,0,3.55,-2.38,0.07
Odisha,Jagatsinghapur,Jagatsinghpur,10,Kantillo,-1.38,4.85,4.35,4.31,0,0,8.65,-3.8,0.03
Odisha,Jagatsinghapur,Jagatsinghpur,11,Khairanga,1.67,4.79,6.44,5.53,0,0,11.97,-7.18,0
Odisha,Jagatsinghapur,Jagatsinghpur,12,Madhusudanpur Sasan,-0.8,-0.8,2.38,2.31,0,0,4.69,-5.49,0
Odisha,Jagatsinghapur,Jagatsinghpur,13,Mandasahi,-0.01,0.81,5.71,0.1,0,0,5.81,-5,0
Odisha,Jagatsinghapur,Jagatsinghpur,14,Mudupur,0.19,0.19,0.97,4.75,0,0,5.72,-5.53,0.03
Odisha,Jagatsinghapur,Jagatsinghpur,15,Odiso,0.08,20.55,3.24,19.89,0,0,23.13,-2.58,0.05
Odisha,Jagatsinghapur,Jagatsinghpur,16,Palasol,0.1,0.23,1.36,2.38,0,0,3.74,-3.51,0.02
Odisha,Jagatsinghapur,Jagatsinghpur,17,Palli,1.75,2.46,6.07,1.06,0,0,7.12,-4.67,0.02
Odisha,Jagatsinghapur,Jagatsinghpur,18,Patasara,0.38,8.63,3.84,7.01,0,0,10.85,-2.22,0.03
Odisha,Jagatsinghapur,Jagatsinghpur,19,Patenigaon,-0.62,1.87,8.47,0.96,0,0,9.43,-7.57,0.23
Odisha,Jagatsinghapur,Jagatsinghpur,20,Piteipur,1.04,1.04,2.78,3.96,0,0,6.74,-5.7,0
Odisha,Jagatsinghapur,Jagatsinghpur,21,Punanga,-0.48,0.42,2.77,3.69,0,0,6.47,-6.05,0
Odisha,Jagatsinghapur,Jagatsinghpur,22,Rambadeipur,0.67,7.5,3.59,4.89,0,0,8.48,-0.98,0.08
Odisha,Jagatsinghapur,Jagatsinghpur,23,Sabhamul,1.26,2.06,4.33,0.11,0,0,4.44,-2.38,0.01
Odisha,Jagatsinghapur,Jagatsinghpur,24,Salijanga,-2.35,-0.71,10.73,5.01,0,0,15.74,-16.46,0.27
Odisha,Jagatsinghapur,Jagatsinghpur,25,Samanga,0.03,2.48,1.71,1.78,0,0,3.5,-1.02,0
Odisha,Jagatsinghapur,Jagatsinghpur,26,Sampur,-0.3,3.52,7.17,2.68,0,0,9.85,-6.33,0.14
Odisha,Jagatsinghapur,Jagatsinghpur,27,Singarpur,0.29,1.08,2.85,0,0,0,2.85,-1.77,0
Odisha,Jagatsinghapur,Jagatsinghpur,28,Taradapada,-1.01,-1.01,0.73,0,0,0,0.73,-1.75,0
Odisha,Jagatsinghapur,Jagatsinghpur,29,Tartanga,-0.29,10.05,6.82,7.06,0,0,13.88,-3.83,0.07
Odisha,Jagatsinghapur,Jagatsinghpur,30,Thumba Andeisahi,0.45,0.85,6.41,6.1,0,0,12.51,-11.66,0.07
Odisha,Jagatsinghapur,Jagatsinghpur,,Total,2.1,83.57,121.77,106.34,0,0,228.11,-144.54,1.36
Odisha,Jagatsinghapur,Jagatsinghpur,,Block Level Line Deptt.,0,0,0.63,0,0,0,0.63,-0.63,0.02
Odisha,Jagatsinghapur,Jagatsinghpur,,Po,19.43,185.92,0,NA,NA,16.15,16.15,169.77,NA
Odisha,Jagatsinghapur,Jagatsinghpur,,Grand Total,21.53,269.49,122.4,106.34,0,16.15,244.89,24.6,1.38
Odisha,Jagatsinghapur,Kujang,1,Agapal,0,0,4.59,0.1,0,0,4.69,-4.69,0.08
Odisha,Jagatsinghapur,Kujang,2,Badabalikani,0.15,0.15,3.53,1.41,0,0,4.94,-4.78,0.09
Odisha,Jagatsinghapur,Kujang,3,Bagadia,0.7,0.7,10.43,0,0,0,10.43,-9.73,0.45
Odisha,Jagatsinghapur,Kujang,4,Bagoi,1.06,1.06,1.03,0,0,0,1.03,0.03,0
Odisha,Jagatsinghapur,Kujang,5,Balia,0.44,0.44,7.49,0.1,0,0,7.59,-7.16,0.02
