g_match_id,s_id,g_district,district_mapped,g_block,block_mapped,g_gp,gp_mapped,g_ac_id,g_ac,g_pc,s_state,s_district,s_block,Number of Gram Panchayats,s_gp,Openning Balance for FY 2018-19,Total Fund Available for the FY 2018-19,Total Expenditure on Wages for FY 2018-19,Total Expenditure on Materials for FY 2018-19,Total Expenditure on Tax for FY 2018-19,Total Expenditure on Admin Expenses  for FY 2018-19,Grand Total Expenditure for FY 2018-19,Total Unspent Balance for FY 2018-19,Total Payment Due for FY 2018-19,updated_district_name,updated_block_name,updated_gp_name
114,4642,baragarh,yes,barpali,yes,tileimal,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,21,tileimal,1.27,7.33,7.47,5.84,0,0,13.31,-5.98,0.28,baragarh,barpali,tileimal
115,4633,baragarh,yes,barpali,yes,kumbhari,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,12,kumbhari,0,13.41,11.35,7.55,0,0,18.9,-5.49,0.04,baragarh,barpali,kumbhari
116,4643,baragarh,yes,barpali,yes,tinkani,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,22,tinkani,3.06,8.88,5.82,0,0,0,5.82,3.06,0.23,baragarh,barpali,tinkani
117,4644,baragarh,yes,barpali,yes,tulandi,yes,2,2 bijepur,bargarh,odisha,baragarh,barpali,23,tulandi,0.7,4.82,4.57,4.16,0,0,8.73,-3.9,0.05,baragarh,barpali,tulandi
118,4623,baragarh,yes,barpali,yes,bagbadi,yes,3,3 bargarh,bargarh,odisha,baragarh,barpali,2,bagbadi,0,7.33,4.01,3.31,0,0,7.33,0,0,baragarh,barpali,bagbadi
119,4625,baragarh,yes,barpali,yes,baramkela,yes,3,3 bargarh,bargarh,odisha,baragarh,barpali,4,baramkela,0,4.44,4.79,2.81,0,0,7.59,-3.16,0.09,baragarh,barpali,baramkela
120,4630,baragarh,yes,barpali,yes,kanbar,yes,3,3 bargarh,bargarh,odisha,baragarh,barpali,9,kanbar,0,8.34,6.03,3.5,0,0,9.53,-1.19,0.08,baragarh,barpali,kanbar
121,4631,baragarh,yes,barpali,yes,katapali,yes,3,3 bargarh,bargarh,odisha,baragarh,barpali,10,katapali,0,9.52,9.82,0,0,0,9.82,-0.3,0.03,baragarh,barpali,katapali
122,4634,baragarh,yes,barpali,yes,kusanpuri,yes,3,3 bargarh,bargarh,odisha,baragarh,barpali,13,kusanpuri,0,9.6,9.93,0,0,0,9.93,-0.34,0.1,baragarh,barpali,kusanpuri
123,4635,baragarh,yes,barpali,yes,lemda,yes,3,3 bargarh,bargarh,odisha,baragarh,barpali,14,lemda,0,5.52,5.77,4.23,0,0,10,-4.48,0.15,baragarh,barpali,lemda
124,4637,baragarh,yes,barpali,yes,mahulpali,yes,3,3 bargarh,bargarh,odisha,baragarh,barpali,16,mahulpali,0,7.78,6.91,3.45,0,0,10.36,-2.59,0.04,baragarh,barpali,mahulpali
125,4595,baragarh,yes,bargarh,yes,adgaon,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,1,adgaon,0,0,3.27,0,0,0,3.27,-3.27,0,baragarh,bargarh,adgaon
126,4596,baragarh,yes,bargarh,yes,bardol,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,2,bardol,-0.01,-0.01,16.87,0.23,0,0,17.09,-17.1,0,baragarh,bargarh,bardol
127,4597,baragarh,yes,bargarh,yes,bargaon,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,3,bargaon,0,0,4.96,5.64,0,0,10.6,-10.6,0,baragarh,bargarh,bargaon
128,4598,baragarh,yes,bargarh,yes,barhagoda,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,4,barhagoda,0,0,6.15,2.19,0.09,0,8.43,-8.43,0,baragarh,bargarh,barhagoda
129,4599,baragarh,yes,bargarh,yes,birmal,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,5,birmal,-0.02,-0.02,15.5,9.36,0,0,24.85,-24.87,0.08,baragarh,bargarh,birmal
130,4600,baragarh,yes,bargarh,yes,bonda,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,6,bonda,0,0,4.09,0.13,0,0,4.22,-4.22,0.04,baragarh,bargarh,bonda
131,4601,baragarh,yes,bargarh,yes,chakarkend,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,7,chakarkend,0,0,8.56,0.66,0,0,9.21,-9.21,0,baragarh,bargarh,chakarkend
132,4602,baragarh,yes,bargarh,yes,deogaon,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,8,deogaon,0,0,5.28,0,0,0,5.28,-5.28,0.02,baragarh,bargarh,deogaon
133,4603,baragarh,yes,bargarh,yes,dhanger,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,9,dhanger,0,0,3.65,9.84,0,0,13.48,-13.48,0,baragarh,bargarh,dhanger
134,4604,baragarh,yes,bargarh,yes,gaisama,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,10,gaisama,-0.02,-0.02,5.59,1.16,0,0,6.75,-6.77,0,baragarh,bargarh,gaisama
135,4605,baragarh,yes,bargarh,yes,gobindapur,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,11,gobindapur,0,0,6.22,0.5,0,0,6.72,-6.72,0,baragarh,bargarh,gobindapur
136,4606,baragarh,yes,bargarh,yes,gudesira,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,12,gudesira,0,0,16.52,6.06,0,0,22.58,-22.58,0.08,baragarh,bargarh,gudesira
137,4607,baragarh,yes,bargarh,yes,jumurda,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,13,jumurda,0,0.11,3.44,0.11,0,0,3.55,-3.44,0.11,baragarh,bargarh,jumurda
138,4608,baragarh,yes,bargarh,yes,kalapani,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,14,kalapani,0,1.55,5.65,4.1,0,0,9.75,-8.21,0,baragarh,bargarh,kalapani
139,4609,baragarh,yes,bargarh,yes,katapali,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,15,katapali,0,0,7.91,3.44,0,0,11.35,-11.35,0.04,baragarh,bargarh,katapali
140,4610,baragarh,yes,bargarh,yes,khaliapali,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,16,khaliapali,0,0,12.95,12.87,0,0,25.82,-25.82,0.02,baragarh,bargarh,khaliapali
141,4611,baragarh,yes,bargarh,yes,khandtha,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,17,khandtha,0,0,10.46,0,0,0,10.46,-10.46,0,baragarh,bargarh,khandtha
142,4612,baragarh,yes,bargarh,yes,khuntpali,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,18,khuntpali,0,0,3.36,0,0,0,3.36,-3.36,0.01,baragarh,bargarh,khuntpali
143,4613,baragarh,yes,bargarh,yes,kuruan,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,19,kuruan,0,0.29,4.19,0,0,0,4.19,-3.91,0,baragarh,bargarh,kuruan
144,4614,baragarh,yes,bargarh,yes,n.jampali,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,20,n.jampali,0,0,3.59,1.1,0,0,4.69,-4.69,0.02,baragarh,bargarh,n.jampali
145,4615,baragarh,yes,bargarh,yes,nileswar,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,21,nileswar,0,0,2.89,0.39,0,0,3.28,-3.28,0.11,baragarh,bargarh,nileswar
146,4616,baragarh,yes,bargarh,yes,patharla,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,22,patharla,0,0,7.53,13.37,0.01,0,20.91,-20.91,0.08,baragarh,bargarh,patharla
147,4617,baragarh,yes,bargarh,yes,s.dumerpali,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,23,s.dumerpali,-0.01,-0.01,20.06,2.88,0.02,0,22.97,-22.98,0.51,baragarh,bargarh,s.dumerpali
148,4618,baragarh,yes,bargarh,yes,sarsara,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,24,sarsara,0,0,3.11,0,0,0,3.11,-3.11,0,baragarh,bargarh,sarsara
149,4619,baragarh,yes,bargarh,yes,talsirgida,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,25,talsirgida,0,0,4.72,0,0,0,4.72,-4.72,0,baragarh,bargarh,talsirgida
150,4620,baragarh,yes,bargarh,yes,tora,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,26,tora,0,0,34.52,2.21,0,0,36.73,-36.73,0.15,baragarh,bargarh,tora
151,4621,baragarh,yes,bargarh,yes,tumgaon,yes,3,3 bargarh,bargarh,odisha,baragarh,bargarh,27,tumgaon,0,0,8.7,2.93,0,0,11.63,-11.63,0.04,baragarh,bargarh,tumgaon
152,4571,baragarh,yes,attabira,yes,amlipali,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,1,amlipali,0,4.98,5.14,2.92,0,0,8.06,-3.08,0.01,baragarh,attabira,amlipali
153,4572,baragarh,yes,attabira,yes,bugbuga,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,2,bugbuga,0,13.72,14.66,4.35,0,0,19.01,-5.29,0.01,baragarh,attabira,bugbuga
154,4573,baragarh,yes,attabira,yes,chakuli,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,3,chakuli,0,5.2,5.66,5.01,0,0,10.67,-5.47,0,baragarh,attabira,chakuli
155,4574,baragarh,yes,attabira,yes,dulampur,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,4,dulampur,0,2.68,2.86,1.97,0,0,4.83,-2.16,0.17,baragarh,attabira,dulampur
156,4575,baragarh,yes,attabira,yes,godbhaga,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,5,godbhaga,0,6.55,6.47,5.47,0,0,11.94,-5.38,0,baragarh,attabira,godbhaga
157,4576,baragarh,yes,attabira,yes,hirlipali,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,6,hirlipali,0,8.68,9.08,1.45,0.04,0,10.57,-1.89,0.24,baragarh,attabira,hirlipali
158,4577,baragarh,yes,attabira,yes,janged,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,7,janged,0,6.88,7.64,1.86,0,0,9.5,-2.61,0,baragarh,attabira,janged
159,4578,baragarh,yes,attabira,yes,janhapada,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,8,janhapada,0,6.12,6.69,1.56,0,0,8.25,-2.13,0.01,baragarh,attabira,janhapada
160,4579,baragarh,yes,attabira,yes,jhiliminda,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,9,jhiliminda,0,10.92,11.38,0,0,0,11.38,-0.47,0.05,baragarh,attabira,jhiliminda
161,4580,baragarh,yes,attabira,yes,kadobahal,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,10,kadobahal,0,13.45,12.29,3.75,0,0,16.04,-2.59,0.11,baragarh,attabira,kadobahal
162,4581,baragarh,yes,attabira,yes,kharamunda,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,11,kharamunda,0,9.32,9.87,6.88,0,0,16.75,-7.44,0.05,baragarh,attabira,kharamunda
163,4582,baragarh,yes,attabira,yes,kulitatukura,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,12,kulitatukura,0,8.85,9.4,0,0,0,9.4,-0.55,0.04,baragarh,attabira,kulitatukura
164,4583,baragarh,yes,attabira,yes,kulunda,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,13,kulunda,0,6.02,6.02,0,0,0,6.02,0,0,baragarh,attabira,kulunda
165,4584,baragarh,yes,attabira,yes,kumelsingha,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,14,kumelsingha,0,9.95,10.3,0.08,0,0,10.38,-0.43,0.01,baragarh,attabira,kumelsingha
166,4585,baragarh,yes,attabira,yes,lachida,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,15,lachida,0,4.01,4.54,2.85,0,0,7.39,-3.38,0,baragarh,attabira,lachida
167,4586,baragarh,yes,attabira,yes,lahanda,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,16,lahanda,0,8.03,8.67,5.49,0,0,14.16,-6.12,0,baragarh,attabira,lahanda
168,4587,baragarh,yes,attabira,yes,larambha,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,17,larambha,0,2.52,2.72,0,0,0,2.72,-0.2,0.03,baragarh,attabira,larambha
169,4588,baragarh,yes,attabira,yes,larasara,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,18,larasara,0,12.12,12.24,3.16,0.01,0,15.41,-3.29,0,baragarh,attabira,larasara
170,4589,baragarh,yes,attabira,yes,manapara,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,19,manapara,0,14.15,14.67,0,0,0,14.67,-0.51,0.01,baragarh,attabira,manapara
171,4590,baragarh,yes,attabira,yes,paharsrigida,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,20,paharsrigida,0,26.27,29.47,6.88,0.15,0,36.5,-10.23,0.34,baragarh,attabira,paharsrigida
172,4591,baragarh,yes,attabira,yes,silat,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,21,silat,0,7.32,8.19,0.35,0.01,0,8.56,-1.24,0.1,baragarh,attabira,silat
173,4592,baragarh,yes,attabira,yes,tamparsara,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,22,tamparsara,0,13.45,15.91,6.44,0,0,22.35,-8.89,0.09,baragarh,attabira,tamparsara
174,4593,baragarh,yes,attabira,yes,tangarpali,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,23,tangarpali,0,7.48,7.88,5.82,0.02,0,13.72,-6.24,0.19,baragarh,attabira,tangarpali
175,4594,baragarh,yes,attabira,yes,tope,yes,4,4 attabira (sc),bargarh,odisha,baragarh,attabira,24,tope,0,22.98,20.72,5.65,0,0,26.37,-3.39,0.08,baragarh,attabira,tope
176,4661,baragarh,yes,bheden,yes,ainlapali,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,1,ainlapali,0,8.47,14.31,6.04,0,0,20.35,-11.88,0.01,baragarh,bheden,ainlapali
177,4662,baragarh,yes,bheden,yes,areigudi,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,2,areigudi,0.32,6.21,7.45,6.76,0,0,14.21,-7.99,0,baragarh,bheden,areigudi
178,4663,baragarh,yes,bheden,yes,arjunda,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,3,arjunda,0.71,3.43,4.63,1.49,0,0,6.12,-2.69,0.07,baragarh,bheden,arjunda
179,4664,baragarh,yes,bheden,yes,bakti,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,4,bakti,2.23,8.36,9.37,5.96,0,0,15.32,-6.96,0,baragarh,bheden,bakti
180,4665,baragarh,yes,bheden,yes,bheden,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,5,bheden,1.55,5.36,10.72,1.07,0,0,11.8,-6.44,0,baragarh,bheden,bheden
181,4666,baragarh,yes,bheden,yes,chichinda,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,6,chichinda,0.93,5.29,13.37,0,0,0,13.37,-8.08,0.06,baragarh,bheden,chichinda
182,4667,baragarh,yes,bheden,yes,dalab,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,7,dalab,2.43,5.91,9.99,11.58,0.58,0,22.15,-16.23,0.02,baragarh,bheden,dalab
183,4668,baragarh,yes,bheden,yes,deshbhatli,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,8,deshbhatli,0.11,5.64,13.96,8.05,0.33,0,22.35,-16.7,0.23,baragarh,bheden,deshbhatli
184,4669,baragarh,yes,bheden,yes,kubedega,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,9,kubedega,0.01,2.72,8.75,1.77,0,0,10.53,-7.8,0,baragarh,bheden,kubedega
185,4670,baragarh,yes,bheden,yes,luhakhandi,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,10,luhakhandi,0.25,9,11.05,8.46,0,0,19.51,-10.51,0,baragarh,bheden,luhakhandi
186,4671,baragarh,yes,bheden,yes,lupursingha,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,11,lupursingha,0.82,1.86,6.91,0,0,0,6.91,-5.05,0.03,baragarh,bheden,lupursingha
187,4672,baragarh,yes,bheden,yes,mahulpali,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,12,mahulpali,0,6.27,11.57,4.71,0.14,0,16.42,-10.15,0.03,baragarh,bheden,mahulpali
188,4673,baragarh,yes,bheden,yes,manpur,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,13,manpur,0,7.98,11.27,7.52,0,0,18.79,-10.81,0.04,baragarh,bheden,manpur
189,4674,baragarh,yes,bheden,yes,papanga,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,14,papanga,0.01,2.85,8.52,1.12,0,0,9.64,-6.79,0.1,baragarh,bheden,papanga
190,4675,baragarh,yes,bheden,yes,remunda,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,15,remunda,0.35,0.39,19.18,3.85,0,0,23.03,-22.64,0,baragarh,bheden,remunda
191,4676,baragarh,yes,bheden,yes,reshma,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,16,reshma,0.46,4.85,14.32,0,0,0,14.32,-9.47,0,baragarh,bheden,reshma
192,4677,baragarh,yes,bheden,yes,rusuda,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,17,rusuda,0,2.66,11.07,3.72,0,0,14.79,-12.13,0,baragarh,bheden,rusuda
193,4678,baragarh,yes,bheden,yes,sankirda,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,18,sankirda,1.56,3.62,7.82,2.74,0,0,10.55,-6.93,0,baragarh,bheden,sankirda
194,4679,baragarh,yes,bheden,yes,sialkhandtha,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,19,sialkhandtha,0,0.12,10.7,4,0,0,14.7,-14.59,0.02,baragarh,bheden,sialkhandtha
195,4680,baragarh,yes,bheden,yes,sunalarambha,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,20,sunalarambha,1.43,8.38,9.25,1.03,0,0,10.28,-1.9,0.07,baragarh,bheden,sunalarambha
196,4681,baragarh,yes,bheden,yes,talmenda,yes,4,4 attabira (sc),bargarh,odisha,baragarh,bheden,21,talmenda,0,4.87,11.31,5.53,0,0,16.84,-11.97,0,baragarh,bheden,talmenda
197,4783,baragarh,yes,sohella,yes,bausenmura,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,1,bausenmura,0,16.64,15.3,1.34,0,0,16.64,0,0,baragarh,sohella,bausenmura
198,4784,baragarh,yes,sohella,yes,beherapali,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,2,beherapali,2.37,15,11.37,1.23,0,0,12.6,2.4,0.1,baragarh,sohella,beherapali
199,4785,baragarh,yes,sohella,yes,bijapali,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,3,bijapali,0,7.14,5.26,1.87,0,0,7.13,0.01,0.01,baragarh,sohella,bijapali
200,4786,baragarh,yes,sohella,yes,birjam,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,4,birjam,0,10.98,10.98,0,0,0,10.98,0,0.04,baragarh,sohella,birjam
201,4787,baragarh,yes,sohella,yes,chhuriapali,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,5,chhuriapali,0,15.55,14.93,0.62,0,0,15.55,0,0.08,baragarh,sohella,chhuriapali
202,4788,baragarh,yes,sohella,yes,dumberpali,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,6,dumberpali,0.28,25.24,16.69,8.26,0,0,24.95,0.29,0.01,baragarh,sohella,dumberpali
203,4789,baragarh,yes,sohella,yes,garvana,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,7,garvana,0,5.73,3.96,1.77,0,0,5.73,0,0.04,baragarh,sohella,garvana
204,4790,baragarh,yes,sohella,yes,ghess,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,8,ghess,0.08,10.45,10.15,0.14,0,0,10.3,0.16,0.13,baragarh,sohella,ghess
205,4791,baragarh,yes,sohella,yes,jatla,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,9,jatla,0,17.82,10.42,7.3,0,0,17.72,0.1,0.18,baragarh,sohella,jatla
206,4792,baragarh,yes,sohella,yes,jhar,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,10,jhar,0,17.56,13.13,4.43,0,0,17.56,0,0.07,baragarh,sohella,jhar
207,4793,baragarh,yes,sohella,yes,kalangapali,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,11,kalangapali,1.52,7.2,5.68,0,0,0,5.68,1.52,0,baragarh,sohella,kalangapali
208,4794,baragarh,yes,sohella,yes,kanapali,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,12,kanapali,0.41,7.24,6.76,0,0,0,6.76,0.48,0.01,baragarh,sohella,kanapali
209,4795,baragarh,yes,sohella,yes,kangoan,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,13,kangoan,0.18,18.09,11.1,6.77,0,0,17.87,0.22,0,baragarh,sohella,kangoan
210,4796,baragarh,yes,sohella,yes,karandols,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,14,karandols,0.27,26.39,11.9,14.21,0,0,26.11,0.28,0.05,baragarh,sohella,karandols
211,4797,baragarh,yes,sohella,yes,kuchipali,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,15,kuchipali,0.66,11.58,5.29,5.59,0,0,10.89,0.69,0,baragarh,sohella,kuchipali
212,4798,baragarh,yes,sohella,yes,lebidi,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,16,lebidi,0.38,8.44,6.87,1.2,0,0,8.07,0.38,0.01,baragarh,sohella,lebidi
213,4799,baragarh,yes,sohella,yes,pandkipali,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,17,pandkipali,3.58,9.57,5.99,0,0,0,5.99,3.58,0.1,baragarh,sohella,pandkipali
214,4800,baragarh,yes,sohella,yes,panimura,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,18,panimura,0.11,15.96,15.85,0,0,0,15.85,0.11,0.02,baragarh,sohella,panimura
215,4801,baragarh,yes,sohella,yes,petupali,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,19,petupali,0.47,11.03,8.04,2.52,0,0,10.56,0.47,0,baragarh,sohella,petupali
216,4802,baragarh,yes,sohella,yes,rengali,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,20,rengali,0.29,25.04,21.97,2.78,0,0,24.75,0.29,0.03,baragarh,sohella,rengali
217,4803,baragarh,yes,sohella,yes,salepali,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,21,salepali,0,6.65,5.12,1.51,0,0,6.63,0.02,0,baragarh,sohella,salepali
218,4804,baragarh,yes,sohella,yes,sanimal,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,22,sanimal,0.6,9.98,9.34,0,0,0,9.34,0.64,0,baragarh,sohella,sanimal
219,4805,baragarh,yes,sohella,yes,sarkanda,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,23,sarkanda,0,12.17,12.15,0,0,0,12.15,0.02,0.07,baragarh,sohella,sarkanda
220,4806,baragarh,yes,sohella,yes,sohella.,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,24,sohella.,0,17.51,11.97,5.54,0,0,17.51,0,0.13,baragarh,sohella,sohella.
221,4807,baragarh,yes,sohella,yes,srigida,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,25,srigida,0.18,12.9,10.86,1.85,0,0,12.71,0.18,0,baragarh,sohella,srigida
222,4808,baragarh,yes,sohella,yes,tabda,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,26,tabda,0.78,19.73,15.66,3.29,0,0,18.95,0.78,0.09,baragarh,sohella,tabda
223,4809,baragarh,yes,sohella,yes,tungibandhali,yes,5,5 bhatli,bargarh,odisha,baragarh,sohella,27,tungibandhali,0,10.48,10.46,0,0,0,10.46,0.02,0.16,baragarh,sohella,tungibandhali
224,4645,baragarh,yes,bhatli,yes,bhadigaon,yes,5,5 bhatli,bargarh,odisha,baragarh,bhatli,1,bhadigaon,0.58,11.56,12.57,3.04,0,0,15.61,-4.05,0.21,baragarh,bhatli,bhadigaon
225,4646,baragarh,yes,bhatli,yes,bhatli,yes,5,5 bhatli,bargarh,odisha,baragarh,bhatli,2,bhatli,-0.01,18.49,16.43,6.72,0.02,0,23.16,-4.68,0.1,baragarh,bhatli,bhatli
226,4647,baragarh,yes,bhatli,yes,chadeigaon,yes,5,5 bhatli,bargarh,odisha,baragarh,bhatli,3,chadeigaon,0.78,12.6,13.51,1.86,0,0,15.37,-2.76,0.13,baragarh,bhatli,chadeigaon
227,4648,baragarh,yes,bhatli,yes,damalpali,yes,5,5 bhatli,bargarh,odisha,baragarh,bhatli,4,damalpali,0,12.09,9.43,2.99,0,0,12.42,-0.33,0,baragarh,bhatli,damalpali
228,4649,baragarh,yes,bhatli,yes,halupali,yes,5,5 bhatli,bargarh,odisha,baragarh,bhatli,5,halupali,0.36,24.06,28.67,7.35,0.03,0,36.05,-12,0.15,baragarh,bhatli,halupali
229,4650,baragarh,yes,bhatli,yes,hatisar,yes,5,5 bhatli,bargarh,odisha,baragarh,bhatli,6,hatisar,0.53,29.11,21.69,7.16,0.01,0,28.85,0.26,0.09,baragarh,bhatli,hatisar
230,4651,baragarh,yes,bhatli,yes,kamgaon,yes,5,5 bhatli,bargarh,odisha,baragarh,bhatli,7,kamgaon,0,27.89,26.85,2.29,0,0,29.14,-1.25,0,baragarh,bhatli,kamgaon
231,4652,baragarh,yes,bhatli,yes,kashaipali,yes,5,5 bhatli,bargarh,odisha,baragarh,bhatli,8,kashaipali,0,11.08,8.71,2.95,0,0,11.66,-0.58,0.13,baragarh,bhatli,kashaipali
232,4653,baragarh,yes,bhatli,yes,kelendupali,yes,5,5 bhatli,bargarh,odisha,baragarh,bhatli,9,kelendupali,0,28.69,25.14,4.5,0,0,29.64,-0.95,0.33,baragarh,bhatli,kelendupali
233,4654,baragarh,yes,bhatli,yes,kharmunda,yes,5,5 bhatli,bargarh,odisha,baragarh,bhatli,10,kharmunda,1.7,5.75,4.32,0,0,0,4.32,1.42,0.18,baragarh,bhatli,kharmunda
234,4655,baragarh,yes,bhatli,yes,mulbar,yes,5,5 bhatli,bargarh,odisha,baragarh,bhatli,11,mulbar,0.95,32.75,36.22,6.39,0,0,42.61,-9.86,0.24,baragarh,bhatli,mulbar
235,4656,baragarh,yes,bhatli,yes,narangpur,yes,5,5 bhatli,bargarh,odisha,baragarh,bhatli,12,narangpur,-0.02,53.59,44.18,11.16,0,0,55.34,-1.75,0,baragarh,bhatli,narangpur
236,4657,baragarh,yes,bhatli,yes,nuagarh,yes,5,5 bhatli,bargarh,odisha,baragarh,bhatli,13,nuagarh,0,16.04,14.56,3.33,0,0,17.89,-1.85,0.06,baragarh,bhatli,nuagarh
237,4658,baragarh,yes,bhatli,yes,sukuda,yes,5,5 bhatli,bargarh,odisha,baragarh,bhatli,14,sukuda,0.7,11.16,11.56,6.93,0.06,0,18.55,-7.39,0.05,baragarh,bhatli,sukuda
238,4659,baragarh,yes,bhatli,yes,tejagula,yes,5,5 bhatli,bargarh,odisha,baragarh,bhatli,15,tejagula,0,13.31,11.77,1.9,0,0,13.66,-0.36,0,baragarh,bhatli,tejagula
239,4660,baragarh,yes,bhatli,yes,urduna,yes,5,5 bhatli,bargarh,odisha,baragarh,bhatli,16,urduna,0.33,8.04,8.09,0,0,0,8.09,-0.05,0.19,baragarh,bhatli,urduna
