Name of the State,Name of the District,Name of the Block,Number of Gram Panchayats,Name of the Gram Panchayat,Openning Balance for FY 2018-19,Total Fund Available for the FY 2018-19,Total Expenditure on Wages for FY 2018-19,Total Expenditure on Materials for FY 2018-19,Total Expenditure on Tax for FY 2018-19,Total Expenditure on Admin Expenses  for FY 2018-19,Grand Total Expenditure for FY 2018-19,Total Unspent Balance for FY 2018-19,Total Payment Due for FY 2018-19
Odisha,Bolangir,loisingha,13,Kutenpali,3.140,22.590,19.450,0.000,0.000,0.000,19.450,3.140,0.320
Odisha,Bolangir,loisingha,14,Loisingha,-0.210,65.540,41.160,24.240,0.300,0.000,65.700,-0.160,0.250
Odisha,Bolangir,loisingha,15,Magurbeda,0.000,10.720,10.400,6.290,0.080,0.000,16.770,-6.050,0.130
Odisha,Bolangir,loisingha,16,Ratakhandi,-5.920,28.540,30.770,3.630,0.050,0.000,34.460,-5.920,0.180
Odisha,Bolangir,loisingha,17,Rengali,-2.540,23.600,12.180,13.810,0.080,0.000,26.070,-2.460,0.330
Odisha,Bolangir,loisingha,18,Sargad,-2.820,15.220,17.190,0.810,0.020,0.000,18.020,-2.800,0.250
Odisha,Bolangir,loisingha,19,Taliudar,2.280,13.980,11.660,0.000,0.000,0.000,11.660,2.320,0.120
Odisha,Bolangir,loisingha,20,Uperbahal,-5.110,70.320,35.970,37.670,0.220,0.000,73.850,-3.530,0.950
Odisha,Bolangir,loisingha,,Total,-23.000,538.560,434.050,145.710,1.430,0.000,581.190,-42.630,5.410
Odisha,Bolangir,loisingha,,Block Level Line Deptt.,-67.610,-67.610,39.630,78.240,1.270,0.400,119.550,-187.160,0.790
Odisha,Bolangir,loisingha,,Po,38.410,158.660,0.000,NA,NA,17.290,17.290,141.370,NA
Odisha,Bolangir,loisingha,,Grand Total,-52.210,629.620,473.680,223.950,2.700,17.690,718.030,-88.420,6.200
Odisha,Bolangir,Muribahal,1,Badsaimara,-0.280,31.770,27.570,4.470,0.000,0.000,32.040,-0.280,0.130
Odisha,Bolangir,Muribahal,2,Bandupala,0.000,18.060,18.060,0.000,0.000,0.000,18.060,0.000,0.240
Odisha,Bolangir,Muribahal,3,Bankel,-9.800,28.340,19.720,18.420,0.000,0.000,38.140,-9.800,0.620
Odisha,Bolangir,Muribahal,4,Belpadar,-3.120,21.860,21.270,3.710,0.000,0.000,24.980,-3.120,0.150
Odisha,Bolangir,Muribahal,5,Bitabandh,0.000,30.030,17.710,11.920,0.000,0.000,29.640,0.390,0.920
Odisha,Bolangir,Muribahal,6,Chalki,-7.330,23.680,16.910,14.100,0.000,0.000,31.010,-7.330,0.460
Odisha,Bolangir,Muribahal,7,Chanabahal,-12.120,13.500,25.620,0.000,0.000,0.000,25.620,-12.120,0.510
Odisha,Bolangir,Muribahal,8,Dangarpada,0.000,33.130,25.640,7.490,0.000,0.000,33.130,0.000,0.260
Odisha,Bolangir,Muribahal,9,Gadgadabahal,0.000,22.410,13.230,9.190,0.000,0.000,22.410,0.000,0.470
Odisha,Bolangir,Muribahal,10,Ganrei,-17.640,44.270,36.340,25.570,0.000,0.000,61.900,-17.640,0.200
Odisha,Bolangir,Muribahal,11,Goimund,0.000,43.370,24.750,18.610,0.000,0.000,43.370,0.000,0.190
Odisha,Bolangir,Muribahal,12,Gudighat,-9.460,8.170,13.040,4.590,0.000,0.000,17.630,-9.460,0.600
Odisha,Bolangir,Muribahal,13,Haldi,-2.310,90.860,57.580,35.570,0.000,0.000,93.150,-2.290,0.110
Odisha,Bolangir,Muribahal,14,Ichhapada,-4.890,58.120,44.800,18.280,0.000,0.000,63.080,-4.960,0.060
Odisha,Bolangir,Muribahal,15,Lakhana,-3.050,16.210,15.210,4.050,0.000,0.000,19.260,-3.050,0.530
Odisha,Bolangir,Muribahal,16,Lebda,0.030,50.460,37.270,13.140,0.000,0.000,50.410,0.050,0.000
Odisha,Bolangir,Muribahal,17,Malisira,-0.660,49.400,33.820,16.160,0.000,0.000,49.970,-0.570,0.900
Odisha,Bolangir,Muribahal,18,Muribahal,0.000,25.870,18.600,7.270,0.000,0.000,25.870,0.000,0.490
Odisha,Bolangir,Muribahal,19,Patrapali,-10.080,50.790,35.960,24.890,0.000,0.000,60.860,-10.070,0.540
Odisha,Bolangir,Muribahal,20,Patrapali- Kha,0.000,28.050,16.050,11.990,0.000,0.000,28.050,0.000,0.180
Odisha,Bolangir,Muribahal,21,Tentelkhunti,-1.530,21.630,19.320,3.840,0.000,0.000,23.160,-1.530,0.210
Odisha,Bolangir,Muribahal,22,Tupaudar,0.440,46.990,31.700,15.050,0.000,0.000,46.750,0.250,1.260
Odisha,Bolangir,Muribahal,,Total,-81.790,756.960,570.160,268.320,0.000,0.000,838.480,-81.520,8.990
Odisha,Bolangir,Muribahal,,Block Level Line Deptt.,-34.410,-34.410,35.160,70.100,0.000,0.580,105.830,-140.240,2.860
Odisha,Bolangir,Muribahal,,Po,0.000,73.550,0.000,NA,NA,37.530,37.530,36.020,NA
Odisha,Bolangir,Muribahal,,Grand Total,-116.210,796.100,605.320,338.420,0.000,38.110,981.840,-185.740,11.850
Odisha,Bolangir,Patnagarh,1,Balipata,1.050,19.530,18.440,0.000,0.000,0.000,18.440,1.100,0.210
Odisha,Bolangir,Patnagarh,2,Baneimunda,-1.310,33.230,29.130,5.360,0.000,0.000,34.500,-1.270,0.000
Odisha,Bolangir,Patnagarh,3,Barpadar,-1.500,15.420,16.850,0.000,0.000,0.000,16.850,-1.440,0.310
Odisha,Bolangir,Patnagarh,4,Batharla,1.020,10.780,9.750,0.000,0.000,0.000,9.760,1.020,0.000
Odisha,Bolangir,Patnagarh,5,Bhainsa,0.810,17.370,16.550,0.000,0.000,0.000,16.550,0.820,0.270
Odisha,Bolangir,Patnagarh,6,Bharatbahal,0.000,4.250,4.250,0.000,0.000,0.000,4.250,0.000,0.060
Odisha,Bolangir,Patnagarh,7,Dangabahal,0.000,20.800,19.930,0.550,0.000,0.000,20.480,0.320,0.690
Odisha,Bolangir,Patnagarh,8,Deulgaon,1.590,21.600,19.810,0.000,0.000,0.000,19.810,1.800,0.350
Odisha,Bolangir,Patnagarh,9,Dhatuk,0.000,29.150,24.450,3.940,0.000,0.000,28.380,0.770,0.120
Odisha,Bolangir,Patnagarh,10,Dhubalpada,-0.230,13.470,13.700,0.000,0.000,0.000,13.700,-0.230,0.110
Odisha,Bolangir,Patnagarh,11,Gangasagar,0.170,8.740,8.320,0.000,0.000,0.000,8.320,0.410,0.670
Odisha,Bolangir,Patnagarh,12,Gerda,-0.390,18.510,18.900,0.000,0.000,0.000,18.900,-0.390,0.210
Odisha,Bolangir,Patnagarh,13,Ghasian,0.320,22.480,19.100,2.950,0.000,0.000,22.050,0.420,0.120
Odisha,Bolangir,Patnagarh,14,Ghuchepali,-1.020,17.030,18.040,0.000,0.000,0.000,18.040,-1.010,0.080
Odisha,Bolangir,Patnagarh,15,Jogimunda,0.930,13.770,12.690,0.000,0.000,0.000,12.700,1.070,0.080
Odisha,Bolangir,Patnagarh,16,Kendumundi,-0.500,37.640,35.950,2.120,0.000,0.000,38.070,-0.430,0.000
Odisha,Bolangir,Patnagarh,17,Kerbeda,0.000,14.010,13.970,0.000,0.000,0.000,13.970,0.050,0.170
Odisha,Bolangir,Patnagarh,18,Khuntsamlei,1.840,23.060,21.180,0.000,0.000,0.000,21.180,1.880,0.060
Odisha,Bolangir,Patnagarh,19,Khursel,0.000,8.360,8.400,0.000,0.000,0.000,8.400,-0.040,0.110
Odisha,Bolangir,Patnagarh,20,Larambha,0.000,15.300,12.180,2.660,0.000,0.000,14.840,0.460,0.390
Odisha,Bolangir,Patnagarh,21,Maruan,1.320,28.200,23.910,2.910,0.000,0.000,26.820,1.380,0.160
Odisha,Bolangir,Patnagarh,22,Mundomahul,-0.830,25.990,26.790,0.000,0.000,0.000,26.790,-0.790,0.130
Odisha,Bolangir,Patnagarh,23,Pandamunda,2.820,26.220,23.280,0.000,0.000,0.000,23.270,2.950,0.090
Odisha,Bolangir,Patnagarh,24,Phatamunda,0.000,11.530,11.430,0.000,0.000,0.000,11.430,0.100,0.250
Odisha,Bolangir,Patnagarh,25,Salepali,0.930,13.670,12.720,0.000,0.000,0.000,12.720,0.950,0.280
Odisha,Bolangir,Patnagarh,26,Solbandh,-0.790,9.260,9.770,0.150,0.000,0.000,9.920,-0.660,0.300
Odisha,Bolangir,Patnagarh,27,Sunamudi,3.310,23.840,20.360,0.000,0.000,0.000,20.360,3.470,0.680
Odisha,Bolangir,Patnagarh,28,Tamian,4.310,47.220,31.280,11.560,0.000,0.000,42.840,4.380,0.470
Odisha,Bolangir,Patnagarh,29,Tendapadar,2.680,11.830,9.160,0.000,0.000,0.000,9.160,2.680,0.050
Odisha,Bolangir,Patnagarh,30,Ulba,0.400,21.040,20.640,0.000,0.000,0.000,20.630,0.400,0.120
Odisha,Bolangir,Patnagarh,,Total,16.940,583.310,530.920,32.200,0.000,0.000,563.120,20.180,6.540
Odisha,Bolangir,Patnagarh,,Block Level Line Deptt.,-36.160,-36.160,51.950,56.040,0.000,0.650,108.650,-144.810,1.930
Odisha,Bolangir,Patnagarh,,Po,14.140,95.370,0.000,NA,NA,40.010,40.010,55.360,NA
Odisha,Bolangir,Patnagarh,,Grand Total,-5.080,642.520,582.870,88.240,0.000,40.660,711.780,-69.270,8.470
Odisha,Bolangir,Puintala,1,Ainlasari,0.000,11.830,11.830,0.000,0.000,0.000,11.830,0.000,0.310
Odisha,Bolangir,Puintala,2,Ankriapadar,-0.120,13.170,13.290,0.000,0.000,0.000,13.290,-0.120,0.010
Odisha,Bolangir,Puintala,3,Atgaon,0.730,33.820,32.060,0.820,0.010,0.000,32.890,0.930,0.290
Odisha,Bolangir,Puintala,4,Bahalpadar,0.930,22.390,18.760,2.600,0.030,0.000,21.380,1.000,0.220
Odisha,Bolangir,Puintala,5,Bairasar,2.810,16.570,13.760,0.000,0.000,0.000,13.760,2.810,0.020
Odisha,Bolangir,Puintala,6,Bandhpada,1.750,8.770,7.020,0.000,0.000,0.000,7.020,1.750,0.080
Odisha,Bolangir,Puintala,7,Bhaler,3.620,16.730,11.510,1.580,0.030,0.000,13.110,3.620,0.070
Odisha,Bolangir,Puintala,8,Bileisarda,0.670,34.880,24.310,9.760,0.150,0.000,34.210,0.670,0.100
Odisha,Bolangir,Puintala,9,Bubel,0.660,19.210,18.150,0.400,0.000,0.000,18.550,0.660,0.310
Odisha,Bolangir,Puintala,10,Chhatamakhna,2.710,16.250,13.540,0.000,0.000,0.000,13.540,2.710,0.310
Odisha,Bolangir,Puintala,11,Chhatapipal,2.240,27.060,24.760,0.040,0.000,0.000,24.810,2.260,0.030
Odisha,Bolangir,Puintala,12,Daspur,5.270,25.860,19.580,1.120,0.000,0.000,20.700,5.160,0.010
Odisha,Bolangir,Puintala,13,Durgapali,2.520,11.560,9.030,0.000,0.000,0.000,9.030,2.520,0.010
Odisha,Bolangir,Puintala,14,Gaintala,2.550,14.520,11.980,0.000,0.000,0.000,11.970,2.550,0.100
Odisha,Bolangir,Puintala,15,Jamgaon,5.470,19.310,12.880,0.900,0.020,0.000,13.790,5.520,0.250
Odisha,Bolangir,Puintala,16,Khaliapali,-0.630,15.950,14.020,2.490,0.030,0.000,16.550,-0.600,0.070
Odisha,Bolangir,Puintala,17,Kurul,0.200,9.770,9.570,0.000,0.000,0.000,9.570,0.200,0.000
Odisha,Bolangir,Puintala,18,Lukapada,3.850,31.250,24.200,2.980,0.040,0.000,27.220,4.030,0.370
Odisha,Bolangir,Puintala,19,Mahimunda,0.960,17.550,16.600,0.000,0.000,0.000,16.590,0.960,0.000
Odisha,Bolangir,Puintala,20,Malmunda,-1.960,6.050,6.400,1.570,0.050,0.000,8.010,-1.960,0.240
Odisha,Bolangir,Puintala,21,Patharla(Talgaj),4.020,33.590,26.580,2.880,0.060,0.000,29.520,4.070,0.910
Odisha,Bolangir,Puintala,22,Pipirda,0.020,9.870,9.850,0.000,0.000,0.000,9.850,0.020,0.020
Odisha,Bolangir,Puintala,23,Puintala,2.420,10.070,7.650,0.000,0.000,0.000,7.650,2.420,0.000
Odisha,Bolangir,Puintala,24,Randa,2.810,13.400,10.480,0.120,0.000,0.000,10.590,2.810,0.050
Odisha,Bolangir,Puintala,25,Sauntpur,0.800,13.990,13.180,0.000,0.000,0.000,13.180,0.810,0.100
Odisha,Bolangir,Puintala,,Total,44.280,453.430,380.960,27.260,0.420,0.000,408.640,44.790,3.900
Odisha,Bolangir,Puintala,,Block Level Line Deptt.,-73.150,-73.150,20.350,43.270,1.290,0.000,64.920,-138.070,0.140
Odisha,Bolangir,Puintala,,Po,4.840,55.190,0.000,NA,NA,19.680,19.680,35.510,NA
Odisha,Bolangir,Puintala,,Grand Total,-24.030,435.470,401.310,70.530,1.710,19.680,493.240,-57.770,4.040
Odisha,Bolangir,Saintala,1,Ambpali,-2.000,21.900,19.850,4.050,0.000,0.000,23.900,-2.000,0.130
Odisha,Bolangir,Saintala,2,Belgaon,-2.260,9.600,7.790,4.070,0.000,0.000,11.860,-2.260,0.290
Odisha,Bolangir,Saintala,3,Bhadra,0.230,32.060,22.610,9.220,0.000,0.000,31.830,0.230,0.170
Odisha,Bolangir,Saintala,4,Bibina,0.000,2.440,2.440,0.000,0.000,0.000,2.440,0.000,0.080
Odisha,Bolangir,Saintala,5,Budabahal,-4.110,36.100,36.620,3.570,0.000,0.000,40.190,-4.090,0.070
Odisha,Bolangir,Saintala,6,Deng,-2.930,30.960,25.260,8.630,0.000,0.000,33.890,-2.930,0.040
Odisha,Bolangir,Saintala,7,Dharapgarh,-1.090,15.420,14.030,2.440,0.000,0.000,16.480,-1.060,0.070
Odisha,Bolangir,Saintala,8,Dunguripali,-5.060,50.770,42.430,13.400,0.000,0.000,55.840,-5.060,0.470
Odisha,Bolangir,Saintala,9,Gandpatrapali,-0.160,15.940,16.100,0.000,0.000,0.000,16.100,-0.160,0.210
Odisha,Bolangir,Saintala,10,Ghunsar,3.750,23.070,14.580,4.740,0.000,0.000,19.320,3.750,0.330
Odisha,Bolangir,Saintala,11,Jhinkidunguri,-2.690,33.780,26.520,9.950,0.000,0.000,36.470,-2.690,0.630
Odisha,Bolangir,Saintala,12,Jurabandh,-4.560,45.590,37.550,12.610,0.000,0.000,50.160,-4.560,0.120
Odisha,Bolangir,Saintala,13,Kandhkelgaon,-3.780,98.120,78.460,23.450,0.000,0.000,101.910,-3.790,0.180
Odisha,Bolangir,Saintala,14,Kansar,-0.350,21.130,19.080,2.390,0.000,0.000,21.470,-0.350,0.020
Odisha,Bolangir,Saintala,15,Karamtala,-4.380,112.030,85.830,30.020,0.000,0.000,115.850,-3.820,1.260
Odisha,Bolangir,Saintala,16,Kermeli,-0.630,29.350,19.950,10.040,0.000,0.000,29.980,-0.640,0.420
Odisha,Bolangir,Saintala,17,Kuikeda,-2.110,1.900,4.000,0.000,0.000,0.000,4.000,-2.110,0.070
Odisha,Bolangir,Saintala,18,Kumbhari,-3.670,5.970,6.950,2.690,0.000,0.000,9.640,-3.670,0.240
Odisha,Bolangir,Saintala,19,Saintala,-2.330,15.640,15.250,2.690,0.000,0.000,17.950,-2.310,0.170
Odisha,Bolangir,Saintala,20,Siskela,-1.510,10.590,11.830,0.260,0.000,0.000,12.100,-1.510,0.000
Odisha,Bolangir,Saintala,21,Talbahal,0.000,4.820,3.310,1.520,0.000,0.000,4.820,0.000,0.140
Odisha,Bolangir,Saintala,22,Tikrapada,2.540,87.620,69.280,15.750,0.000,0.000,85.040,2.580,0.160
Odisha,Bolangir,Saintala,,Total,-37.100,704.790,579.740,161.500,0.000,0.000,741.240,-36.450,5.270
Odisha,Bolangir,Saintala,,Block Level Line Deptt.,-102.020,-102.020,146.180,202.400,0.320,1.070,349.960,-451.980,3.930
Odisha,Bolangir,Saintala,,Po,64.020,280.630,0.000,NA,NA,36.510,36.510,244.120,NA
Odisha,Bolangir,Saintala,,Grand Total,-75.100,883.400,725.920,363.900,0.320,37.580,1127.710,-244.310,9.200
Odisha,Bolangir,Titlagarh,1,Adabahal,-2.460,28.450,16.980,13.930,0.000,0.000,30.920,-2.460,0.070
Odisha,Bolangir,Titlagarh,2,Bandupala,0.680,22.880,16.120,6.120,0.000,0.000,22.250,0.630,0.090
Odisha,Bolangir,Titlagarh,3,Banjipadar,-8.280,28.310,33.160,3.300,0.000,0.000,36.450,-8.140,0.070
Odisha,Bolangir,Titlagarh,4,Bhalegaon,-4.590,19.050,15.400,8.240,0.000,0.000,23.640,-4.590,0.820
Odisha,Bolangir,Titlagarh,5,Bijepur,-22.100,36.490,50.590,7.990,0.000,0.000,58.580,-22.090,0.000
Odisha,Bolangir,Titlagarh,6,Binekela,-7.490,14.800,21.200,1.090,0.000,0.000,22.290,-7.490,0.300
Odisha,Bolangir,Titlagarh,7,Digsira,-1.450,20.450,16.000,5.910,0.000,0.000,21.900,-1.450,0.030
Odisha,Bolangir,Titlagarh,8,Ghantbahali,-4.630,28.550,23.410,9.770,0.000,0.000,33.180,-4.630,0.050
Odisha,Bolangir,Titlagarh,9,Ghodar,-2.160,9.560,11.690,0.000,0.000,0.000,11.690,-2.130,0.070
Odisha,Bolangir,Titlagarh,10,Jagua,1.720,23.550,14.660,7.170,0.000,0.000,21.830,1.720,0.080
Odisha,Bolangir,Titlagarh,11,Katarkela,0.000,22.900,22.110,0.800,0.000,0.000,22.920,-0.020,0.000
Odisha,Bolangir,Titlagarh,12,Kholan,-6.340,13.750,14.160,5.860,0.000,0.000,20.030,-6.280,0.120
Odisha,Bolangir,Titlagarh,13,Kursud,0.130,24.840,19.030,5.680,0.000,0.000,24.710,0.130,0.250
Odisha,Bolangir,Titlagarh,14,Kuskela,-3.900,16.260,15.900,4.250,0.000,0.000,20.160,-3.900,0.060
Odisha,Bolangir,Titlagarh,15,Luthurbandh,-5.330,1.180,6.580,0.000,0.000,0.000,6.580,-5.390,0.000
Odisha,Bolangir,Titlagarh,16,Mahulpada,-5.410,17.270,13.010,9.660,0.000,0.000,22.670,-5.410,0.190
Odisha,Bolangir,Titlagarh,17,Manigaon,-3.830,24.410,23.480,4.750,0.000,0.000,28.230,-3.810,0.020
Odisha,Bolangir,Titlagarh,18,Marlad,1.570,15.240,13.850,0.000,0.000,0.000,13.840,1.400,0.090
Odisha,Bolangir,Titlagarh,19,Naren,4.430,14.250,7.860,1.950,0.000,0.000,9.810,4.430,0.000
Odisha,Bolangir,Titlagarh,20,Parasara,-4.160,19.170,21.330,2.000,0.000,0.000,23.340,-4.160,0.090
Odisha,Bolangir,Titlagarh,21,Sagadghat,-6.960,-1.410,5.550,0.000,0.000,0.000,5.550,-6.960,0.100
Odisha,Bolangir,Titlagarh,22,Sihini,3.560,43.480,35.560,4.600,0.000,0.000,40.150,3.330,0.020
Odisha,Bolangir,Titlagarh,23,Siluan,-5.080,2.780,7.860,0.000,0.000,0.000,7.860,-5.080,0.190
Odisha,Bolangir,Titlagarh,24,Surda,0.000,12.260,9.590,2.670,0.000,0.000,12.260,0.000,0.000
Odisha,Bolangir,Titlagarh,,Total,-82.080,458.470,435.100,105.740,0.000,0.000,540.840,-82.370,2.710
Odisha,Bolangir,Titlagarh,,Block Level Line Deptt.,-98.290,-98.290,28.200,40.940,0.000,0.220,69.370,-167.660,1.900
Odisha,Bolangir,Titlagarh,,Po,23.120,75.570,0.000,NA,NA,40.270,40.270,35.300,NA
Odisha,Bolangir,Titlagarh,,Grand Total,-157.250,435.750,463.300,146.680,0.000,40.490,650.480,-214.730,4.610
Odisha,Bolangir,Turekela,1,Badbanki,-3.330,44.240,35.680,11.030,0.740,0.000,47.460,-3.220,0.130
Odisha,Bolangir,Turekela,2,Baddakla,0.360,22.300,20.340,1.400,0.140,0.000,21.870,0.420,0.400
Odisha,Bolangir,Turekela,3,Buromal,0.000,13.140,13.130,0.000,0.000,0.000,13.130,0.010,0.180
Odisha,Bolangir,Turekela,4,Chatuanka,0.000,4.530,4.510,0.000,0.000,0.000,4.510,0.020,0.100
Odisha,Bolangir,Turekela,5,Chaulsukha,0.970,20.990,20.030,0.000,0.000,0.000,20.030,0.960,0.000
Odisha,Bolangir,Turekela,6,Dhamandanga,-1.040,43.390,44.230,0.000,0.000,0.000,44.230,-0.850,0.460
Odisha,Bolangir,Turekela,7,Dholmandal,-5.560,9.800,13.380,1.990,0.000,0.000,15.360,-5.560,0.130
Odisha,Bolangir,Turekela,8,Ghunesh,-2.250,20.340,22.570,0.000,0.000,0.000,22.570,-2.230,0.330
Odisha,Bolangir,Turekela,9,Halanbhata,1.050,11.240,10.040,0.000,0.000,0.000,10.040,1.200,0.220
Odisha,Bolangir,Turekela,10,Hial,1.110,15.370,14.180,0.000,0.000,0.000,14.180,1.200,0.070
Odisha,Bolangir,Turekela,11,Jharni,0.010,18.700,18.730,0.000,0.000,0.000,18.740,-0.040,0.320
Odisha,Bolangir,Turekela,12,Kameimunda,0.950,9.920,8.970,0.000,0.000,0.000,8.970,0.950,0.360
Odisha,Bolangir,Turekela,13,Kandei,-2.560,15.790,17.800,0.480,0.020,0.000,18.310,-2.520,0.030
Odisha,Bolangir,Turekela,14,Karuanmunda,0.740,24.880,24.090,0.050,0.000,0.000,24.140,0.740,0.030
Odisha,Bolangir,Turekela,15,Khagsa,1.410,26.350,24.730,0.150,0.000,0.000,24.880,1.470,0.330
Odisha,Bolangir,Turekela,16,Kuibahal,-0.120,31.810,25.430,6.480,0.050,0.000,31.940,-0.140,0.020
Odisha,Bolangir,Turekela,17,Mahakhand,-0.550,31.510,27.010,4.730,0.310,0.000,32.050,-0.540,0.010
Odisha,Bolangir,Turekela,18,Mahulpati,0.790,12.490,11.700,0.000,0.000,0.000,11.700,0.790,0.010
Odisha,Bolangir,Turekela,19,Turekela,-0.230,25.120,24.710,0.620,0.000,0.000,25.340,-0.230,0.140
Odisha,Bolangir,Turekela,,Total,-8.250,401.900,381.250,26.940,1.260,0.000,409.440,-7.540,3.280
Odisha,Bolangir,Turekela,,Block Level Line Deptt.,-68.030,-68.030,52.870,62.990,1.570,0.870,118.290,-186.320,1.110
Odisha,Bolangir,Turekela,,Po,-4.160,48.600,0.000,NA,NA,27.700,27.700,20.900,NA
Odisha,Bolangir,Turekela,,Grand Total,-80.430,382.460,434.120,89.930,2.830,28.570,555.430,-172.960,4.390
Odisha,Boudh,Boudh,1,Ainlapali,0.000,29.120,27.950,0.000,0.000,0.000,27.950,1.170,0.130
Odisha,Boudh,Boudh,2,Ambajhari,0.000,23.580,20.740,3.280,0.000,0.000,24.010,-0.440,0.080
Odisha,Boudh,Boudh,3,Badhigaon,0.000,66.550,54.730,10.540,1.400,0.000,66.680,-0.130,1.080
Odisha,Boudh,Boudh,4,Baghiapada,0.000,42.850,39.570,2.840,0.000,0.000,42.400,0.450,0.350
Odisha,Boudh,Boudh,5,Bohira,0.000,16.180,14.540,2.250,0.000,0.000,16.790,-0.610,0.170
Odisha,Boudh,Boudh,6,Baunsuni,0.000,21.480,17.230,4.160,0.000,0.000,21.390,0.090,0.150
Odisha,Boudh,Boudh,7,Brahmanipali,0.000,25.390,23.860,1.640,0.000,0.000,25.500,-0.110,0.020
Odisha,Boudh,Boudh,8,Gochhapada,-0.360,70.310,46.480,24.450,0.110,0.000,71.040,-0.730,0.270
Odisha,Boudh,Boudh,9,Gundulia,-0.250,23.750,22.390,1.580,0.160,0.000,24.140,-0.390,0.140
Odisha,Boudh,Boudh,10,kasurbandh,0.000,0.750,3.100,0.000,0.000,0.000,3.100,-2.350,0.000
Odisha,Boudh,Boudh,11,khaliapali purumunda,0.000,13.080,12.820,0.170,0.000,0.000,12.990,0.090,0.170
Odisha,Boudh,Boudh,12,Khuntabandha,-0.370,11.690,11.540,0.000,0.000,0.000,11.540,0.150,0.590
Odisha,Boudh,Boudh,13,Laxmiprasad,0.000,13.760,13.330,0.840,0.000,0.000,14.170,-0.400,0.020
Odisha,Boudh,Boudh,14,Manupali,0.000,18.230,17.870,0.000,0.000,0.000,17.870,0.360,0.020
Odisha,Boudh,Boudh,15,Mundapada,-0.340,23.160,22.840,1.080,0.000,0.000,23.920,-0.760,0.360
Odisha,Boudh,Boudh,16,Mundipadar,0.000,29.980,26.950,3.550,0.000,0.000,30.500,-0.520,0.510
Odisha,Boudh,Boudh,17,Mursundhi,-0.020,30.480,21.760,8.410,0.230,0.000,30.410,0.070,0.770
Odisha,Boudh,Boudh,18,Padmanapur,0.000,27.060,26.080,0.250,0.000,0.000,26.330,0.730,0.360
Odisha,Boudh,Boudh,19,Raxa,-0.030,22.520,21.870,0.520,0.000,0.000,22.390,0.130,0.580
Odisha,Boudh,Boudh,20,Sagada,0.000,24.860,25.240,0.000,0.000,0.000,25.240,-0.380,0.220
Odisha,Boudh,Boudh,21,Talasarada,0.000,26.620,23.650,3.320,0.000,0.000,26.970,-0.350,0.370
Odisha,Boudh,Boudh,22,Telibandha,-0.650,12.210,10.380,2.210,0.000,0.000,12.600,-0.390,0.660
Odisha,Boudh,Boudh,23,Tikarapada,-0.070,18.990,18.170,0.000,0.000,0.000,18.170,0.820,0.330
Odisha,Boudh,Boudh,,Total,-2.090,592.580,523.110,71.100,1.900,0.000,596.100,-3.520,7.340
Odisha,Boudh,Boudh,,Block Level Line Deptt.,-3.340,-3.340,315.760,168.970,6.150,8.900,499.790,-503.130,3.520
Odisha,Boudh,Boudh,,Po,0.000,135.810,0.000,NA,NA,26.910,26.910,108.900,NA
Odisha,Boudh,Boudh,,Grand Total,-5.430,725.050,838.870,240.070,8.050,35.810,1122.800,-397.750,10.860
Odisha,Boudh,harbhanga,1,Adenigarh,-0.110,34.190,33.510,2.040,0.100,0.000,35.640,-1.450,0.410
Odisha,Boudh,harbhanga,2,Bamanda,-0.360,2.360,2.880,0.000,0.000,0.000,2.880,-0.520,0.050
Odisha,Boudh,harbhanga,3,Bandhapathar,-0.350,-0.350,1.970,0.000,0.000,0.000,1.970,-2.320,0.000
Odisha,Boudh,harbhanga,4,Banibhusanapur,-0.510,19.610,20.000,0.580,0.000,0.000,20.580,-0.970,0.360
Odisha,Boudh,harbhanga,5,Biranarasinghpur,-0.020,39.870,28.460,10.260,0.830,0.000,39.560,0.320,1.190
Odisha,Boudh,harbhanga,6,Chhatranga,-0.060,21.560,17.230,4.370,0.110,0.000,21.710,-0.150,0.090
Odisha,Boudh,harbhanga,7,Dhalpur,-0.750,8.090,8.840,0.000,0.000,0.000,8.840,-0.750,0.200
Odisha,Boudh,harbhanga,8,Harabhanga,-0.080,4.390,4.070,0.000,0.000,0.000,4.070,0.320,0.130
Odisha,Boudh,harbhanga,9,Karanjakata,0.000,6.980,7.420,0.000,0.000,0.000,7.420,-0.440,0.270
Odisha,Boudh,harbhanga,10,Kusang,-0.740,7.590,9.550,0.000,0.000,0.000,9.550,-1.960,3.720
Odisha,Boudh,harbhanga,11,Lunibahal,0.000,8.240,2.830,5.840,0.030,0.000,8.690,-0.450,0.020
Odisha,Boudh,harbhanga,12,Mahalikpada,0.000,15.820,12.020,3.860,0.000,0.000,15.880,-0.070,2.670
Odisha,Boudh,harbhanga,13,Mathura,-0.730,3.910,4.580,0.200,0.000,0.000,4.780,-0.870,0.030
Odisha,Boudh,harbhanga,14,Pitambarpur,0.000,14.340,9.780,4.560,0.010,0.000,14.340,0.000,0.160
Odisha,Boudh,harbhanga,15,Purunakatak,-0.390,4.510,4.200,0.770,0.000,0.000,4.970,-0.460,0.110
Odisha,Boudh,harbhanga,16,Radhanagar,-1.260,12.950,8.690,5.340,0.190,0.000,14.220,-1.270,0.210
Odisha,Boudh,harbhanga,17,Ramgarh,-1.710,16.830,12.620,5.930,0.000,0.000,18.550,-1.710,0.040
